Last Name,First Name,Position,Overall,Salary,Team,Age,Year,Projected Salary,Difference,Standard Difference,Percent Difference
Wynn,Jarius,OLB,77,1100,BUF,30,2015,2394.879791,-1294.879791,0.668280133,0.540686758
Carrington,Alex,DT,72,825,BUF,29,2015,1217.742447,-392.7424474,0.309702697,0.322516841
Suh,Ndamukong,DT,96,19062.5,MIA,29,2015,14614.5465,4447.9535,-1.02641947,-0.304351113
Cameron,Jordan,TE,84,7500,MIA,28,2015,3676.995353,3823.004647,-1.462102156,-1.03970886
Jennings,Greg,WR,81,4000,MIA,32,2015,3187.627162,812.3728378,-0.326189959,-0.2548519
McCain,Brice,CB,76,2750,MIA,29,2015,1914.308265,835.6917347,-0.563655192,-0.436550241
Moore,Matt,QB,73,2600,MIA,32,2015,1760.942196,839.0578043,-0.65051011,-0.47648231
Linkenbach,Jeff,RT,75,795,MIA,29,2015,1661.37305,-866.37305,0.594986199,0.52148014
McClendon,Jacques,C,71,745,MIA,28,2015,780.27175,-35.27175,0.131653374,0.045204443
Paysinger,Spencer,OLB,76,745,MIA,28,2015,1820.430465,-1075.430465,0.693222687,0.590756135
James,LaMichael,RB,66,680,MIA,26,2015,588.9004444,91.09955556,-0.416911293,-0.154694323
Sheard,Jabaal,DE,84,5500,NE,27,2015,4674.408227,825.5917727,-0.272046984,-0.176619528
Chandler,Scott,TE,80,2650,NE,31,2015,2289.0048,360.9952,-0.20641469,-0.157708363
Branch,Alan,DT,79,2150,NE,31,2015,2376.044538,-226.0445385,0.120896,0.095134807
McClain,Robert,CB,71,1240,NE,28,2015,995.3646935,244.6353065,-0.308052538,-0.245774547
Freeny,Jonathan,ILB,71,1000,NE,27,2015,990.8244583,9.175541667,-0.015940667,-0.009260512
Fletcher,Dane,ILB,69,825,NE,30,2015,840.70325,-15.70325,0.039868137,0.018678707
Chekwa,Chimdi,CB,69,825,NE,28,2015,798.38085,26.61915,-0.044581598,-0.033341418
Gibson,Brandon,WR,73,825,NE,29,2015,1202.85432,-377.85432,0.380553822,0.314131407
White,Chris,ILB,69,795,NE,27,2015,840.70325,-45.70325,0.116033523,0.054363118
Watson,Dekoda,OLB,74,745,NE,28,2015,1604.608581,-859.6085814,0.683284707,0.535712317
Revis,Darrelle,CB,97,14024.212,NYJ,31,2015,11381.053,2643.159,-1.002336029,-0.232242043
Cromartie,Antonio,CB,86,8000,NYJ,32,2015,5752.162542,2247.837458,-0.600028935,-0.390781283
Skrine,Buster,CB,78,6250,NYJ,27,2015,2621.841558,3628.158442,-1.795317773,-1.383820632
Carpenter,James,G,80,4775,NYJ,27,2015,3002.766958,1772.233042,-0.779419814,-0.590199994
Purdum,Tanner,LS,54,905,NYJ,32,2015,961.8773077,-56.87730769,0.323513789,0.059131562
Ridley,Stevan,RB,76,1250,NYJ,27,2015,1192.469047,57.53095349,-0.071247791,-0.048245238
Davis,Kellen,TE,74,950,NYJ,30,2015,1244.862412,-294.8624118,0.31385648,0.236863455
Bowen,Stephen,DE,73,950,NYJ,32,2015,1170.990634,-220.9906341,0.248903924,0.188721095
Colon,Willie,G,77,950,NYJ,33,2015,1868.583919,-918.5839189,0.524639881,0.491593612
Lattimore,Jamari,ILB,72,825,NYJ,27,2015,1008.9325,-183.9325,0.323453344,0.182304069
Forsett,Justin,RB,87,3000,BAL,30,2015,3124.370818,-124.3708182,0.042451198,0.039806676
Arrington,Kyle,CB,77,2333.333,BAL,30,2015,2473.360957,-140.0279574,0.071043168,0.056614445
Canty,Chris,DE,82,2325,BAL,33,2015,4046.165808,-1721.165808,0.640873527,0.425381927
Guy,Lawrence,DE,74,1150,BAL,26,2015,1454.517125,-304.517125,0.272530388,0.209359601
Schaub,Matt,QB,74,2000,BAL,35,2015,1923.559725,76.440275,-0.058529457,-0.039738966
Cox,Morgan,LS,48,825,BAL,30,2015,841.9697273,-16.96972727,0.079618398,0.020154795
Vaughn,Cassius,CB,71,795,BAL,28,2015,995.3646935,-200.3646935,0.252305578,0.20129777
Carter,Chris,OLB,70,745,BAL,27,2015,969.051775,-224.051775,0.359269333,0.231207228
Boling,Clint,G,84,5200,CIN,27,2015,3376.907211,1823.092789,-0.754897113,-0.539870561
Johnson,Michael,DE,81,5000,CIN,29,2015,3735.874214,1264.125786,-0.523477953,-0.338374826
Hawk,A.J.,OLB,77,1625,CIN,32,2015,2394.879791,-769.8797907,0.397330604,0.321469075
Peerman,Cedric,RB,72,1065,CIN,29,2015,876.386661,188.613339,-0.302222935,-0.215217035
Sims,Pat,DT,75,950,CIN,30,2015,1678.0777,-728.0777,0.53171149,0.433876036
Tate,Brandon,WR,72,825,CIN,28,2015,999.970274,-174.970274,0.251536764,0.174975475
Still,Devon,DT,73,740,CIN,27,2015,1390.791949,-650.7919487,0.51057573,0.467929045
Williams,Tramon,CB,84,7000,CLE,33,2015,4262.729857,2737.270143,-0.82748924,-0.642140186
Bowe,Dwayne,WR,83,6250,CLE,31,2015,4558.695444,1691.304556,-0.543106316,-0.371006262
Starks,Randy,DE,79,3250,CLE,32,2015,2942.014103,307.9858974,-0.147061333,-0.104685391
Williams,DeAngelo,RB,78,2000,PIT,33,2015,1522.977483,477.0225172,-0.487013051,-0.313217052
Harrison,James,OLB,84,1375,PIT,38,2015,5217.840059,-3842.840059,1.377845694,0.736480999
Geathers,Clifton,DE,70,825,PIT,28,2015,961.2732326,-136.2732326,0.132223844,0.141763266
Heyward-Bey,Darrius,WR,69,825,PIT,29,2015,710.476127,114.523873,-0.379959658,-0.161193133
Todman,Jordan,RB,73,745,PIT,26,2015,904.7106,-159.7106,0.257017734,0.176532252
Hoyer,Brian,QB,73,5250,HOU,30,2015,1760.942196,3489.057804,-2.705019088,-1.98135851
Wilfork,Vince,DT,91,4500,HOU,34,2015,7985.177375,-3485.177375,0.805407741,0.43645585
Shorts,Cecil,WR,78,3000,HOU,28,2015,2078.67835,921.32165,-0.645996284,-0.44322473
Dent,Akeem,ILB,75,2250,HOU,28,2015,1712.8191,537.1809,-0.366050934,-0.313623838
Washington,Nate,WR,78,1000,HOU,33,2015,2078.67835,-1078.67835,0.756328917,0.51892509
Tarpinian,Jeff,OLB,68,795,HOU,28,2015,749.9004286,45.09957143,-0.112887099,-0.060140746
Polk,Chris,RB,74,760,HOU,26,2015,924.5746949,-164.5746949,0.256921351,0.178000432
White,Cody,C,68,585,HOU,28,2015,665.6982667,-80.69826667,0.365083382,0.121223489
Johnson,Andre,WR,86,7000,IND,35,2015,5789.175794,1210.824206,-0.367682596,-0.209153125
Langford,Kendall,DE,80,4300,IND,30,2015,3253.974114,1046.025886,-0.497023252,-0.321461035
Cole,Trent,OLB,82,7000,IND,33,2015,3352.75992,3647.24008,-1.454475755,-1.087832164
Gore,Frank,RB,83,4000,IND,33,2015,2478.257737,1521.742263,-0.863869738,-0.614037128
Irving,Nate,ILB,79,2416.667,IND,28,2015,2802.708647,-386.0416471,0.174148586,0.137738772
Thomas,Julius,TE,89,9200,JAC,28,2015,5970.225143,3229.774857,-1.243119964,-0.540980412
Odrick,Jared,DE,84,8500,JAC,28,2015,4674.408227,3825.591773,-1.260599653,-0.818411997
Parnell,Jermey,RT,84,6400,JAC,30,2015,5659,741,-0.841711526,-0.130941863
House,Davon,CB,80,6125,JAC,27,2015,2958.26825,3166.73175,-1.375412566,-1.070468086
Skuta,Dan,OLB,80,4100,JAC,30,2015,3273.297517,826.7024828,-0.321499076,-0.25255953
Wisniewski,Stefen,C,80,2500,JAC,27,2015,2575.7583,-75.7583,0.044471722,0.029412038
Walters,Bryan,WR,65,722.5,JAC,28,2015,611.8960256,110.6039744,-0.529723982,-0.180756157
Orakpo,Brian,OLB,87,7750,TEN,30,2015,5808.368696,1941.631304,-0.678587044,-0.33428169
Morgan,Derrick,OLB,87,6750,TEN,30,2015,5808.368696,941.6313043,-0.329093789,-0.162116311
Cox,Perrish,CB,79,5000,TEN,29,2015,2941.7575,2058.2425,-0.899112121,-0.699664231
Douglas,Harry,WR,79,3750,TEN,31,2015,2417.244,1332.756,-0.726020286,-0.551353525
Fasano,Anthony,TE,77,2625,TEN,32,2015,1519.408114,1105.591886,-1.038152594,-0.727646428
Klug,Karl,DT,75,1850,TEN,28,2015,1678.0777,171.9223,-0.125553993,-0.102451931
Stingily,Byron,RT,74,1250,TEN,28,2015,1221.366667,28.63333333,-0.035989352,-0.023443683
Bell,Byron,RT,73,1500,TEN,27,2015,1185.382455,314.6175455,-0.402425069,-0.265414377
Harris,Brandon,CB,73,745,TEN,26,2015,1206.525068,-461.5250678,0.418549979,0.382524226
Burnett,Kaelin,OLB,70,660,TEN,27,2015,969.051775,-309.051775,0.49556771,0.31892184
Daniels,Owen,TE,80,4083.333,DEN,33,2015,2289.0048,1794.3282,-1.025985106,-0.783890099
Walker,Vance,DE,76,2000,DEN,29,2015,2177.530465,-177.5304651,0.103080614,0.08152835
Smith,Antonio,DE,77,2000,DEN,34,2015,2474.755075,-474.755075,0.274770158,0.191839217
Harris,Ryan,LT,76,920,DEN,31,2015,2266.960267,-1346.960267,0.738425192,0.594170214
Polumbus,Tyler,LT,73,870,DEN,31,2015,2607.019313,-1737.019313,0.973269645,0.666285556
Maclin,Jeremy,WR,88,11000,KC,28,2015,5892.858538,5107.141462,-1.389630657,-0.866666225
Fanaika,Paul,G,74,2050,KC,30,2015,1083.023333,966.9766667,-1.229227205,-0.892849338
Avant,Jason,WR,75,950,KC,33,2015,1494.571046,-544.5710462,0.478499413,0.364366115
Reid,Jah,RT,74,745,KC,28,2015,1221.366667,-476.3666667,0.598747175,0.390027565
Hudson,Rodney,C,89,8900,OAK,27,2015,5840.7499,3059.2501,-1.075669906,-0.523776938
Williams,Dan,DT,88,6250,OAK,29,2015,4179.931727,2070.068273,-0.818599829,-0.495239733
Lofton,Curtis,ILB,79,6000,OAK,30,2015,2802.708647,3197.291353,-1.442341185,-1.140786202
Smith,Lee,TE,77,3116.667,OAK,28,2015,1519.408114,1597.258886,-1.499828712,-1.051237565
Smith,Aldon,OLB,89,8000,OAK,26,2015,6531.68119,1468.31881,-0.539450699,-0.224799522
Smith,Malcolm,ILB,77,3500,OAK,27,2015,2023.105,1476.895,-0.869998271,-0.730014013
Crabtree,Michael,WR,82,3200,OAK,29,2015,3487.698194,-287.6981935,0.110371169,0.082489418
Alexander,Lorenzo,OLB,76,870,OAK,33,2015,1820.430465,-950.4304651,0.612647663,0.522091057
Franklin,Orlando,G,90,7300,SD,28,2015,2771.135077,4528.864923,-1.893891899,-1.634299591
Johnson,Stevie,WR,83,3500,SD,30,2015,4558.695444,-1058.695444,0.339964899,0.232236493
Robinson,Patrick,CB,79,2000,SD,29,2015,2941.7575,-941.7575,0.411392527,0.320134307
Unrein,Mitch,DT,75,950,SD,29,2015,1678.0777,-728.0777,0.53171149,0.433876036
Barksdale,Joe,RT,80,1095,SD,27,2015,1889.542083,-794.5420833,0.460199771,0.420494516
Walton,J.D.,C,73,745,SD,29,2015,758.3497273,-13.34972727,0.051209978,0.017603655
Hairston,Chris,LT,74,685,SD,27,2015,2495.025529,-1810.025529,1.012062768,0.725453711
Hardy,Greg,DE,88,11311.6,DAL,28,2015,8533.160188,2778.439813,-0.856247113,-0.325605022
Gachkar,Andrew,OLB,75,2600,DAL,27,2015,1707.481667,892.5183333,-0.63824071,-0.522710346
McClain,Rolando,ILB,86,3000,DAL,27,2015,4421.827273,-1421.827273,0.655312022,0.321547447
McFadden,Darren,RB,76,1500,DAL,29,2015,1192.469047,307.5309535,-0.380854126,-0.257894286
Hayden,Nick,DT,71,825,DAL,30,2015,983.4006667,-158.4006667,0.131214828,0.161074394
Harris,Dwayne,WR,75,3500,NYG,29,2015,1494.571046,2005.428954,-1.762114576,-1.341809049
Vereen,Shane,RB,81,4116.667,NYG,27,2015,2400.6365,1716.0305,-1.074949302,-0.714823131
Thomas,J.T.,OLB,75,3333.333,NYG,28,2015,1707.481667,1625.851333,-1.162647836,-0.952192556
Casillas,Jonathan,OLB,76,2666.667,NYG,29,2015,1820.430465,846.2365349,-0.545484235,-0.464855182
Jerry,John,G,77,1650,NYG,30,2015,1868.583919,-218.5839189,0.124841987,0.11697838
Newhouse,Marshall,RT,71,1500,NYG,27,2015,1111.06775,388.93225,-0.49126703,-0.350052686
Herzlich,Mark,OLB,75,1300,NYG,29,2015,1707.481667,-407.4816667,0.291390528,0.238644827
Brown,Chykie,CB,70,900,NYG,29,2015,874.0445156,25.95548438,-0.035880838,-0.029695838
Selvie,George,DE,74,1200,NYG,29,2015,1454.517125,-254.517125,0.22778243,0.174983932
Fells,Daniel,TE,76,950,NYG,32,2015,1408.968,-458.968,0.460914444,0.325747639
Brinkley,Jasper,ILB,81,745,NYG,31,2015,3296.85963,-2551.85963,0.993510258,0.774027383
Murray,DeMarco,RB,94,8000,PHI,28,2015,8796.691667,-796.6916667,0.196765978,0.090567192
Mathews,Ryan,RB,84,3666.667,PHI,28,2015,2745.4745,921.1925,-0.47892193,-0.335531253
Ajirotutu,Seyi,WR,69,825,PHI,29,2015,710.476127,114.523873,-0.379959658,-0.161193133
Biggers,E.J.,CB,71,745,PHI,29,2015,995.3646935,-250.3646935,0.315267164,0.251530615
Culliver,Chris,CB,85,8000,WAS,28,2015,4949.185214,3050.814786,-0.901846518,-0.616427685
Paea,Stephen,DE,83,5250,WAS,28,2015,4038.268952,1211.731048,-0.457849892,-0.300061997
Knighton,Terrance,DT,88,4450,WAS,30,2015,4179.931727,270.0682727,-0.106797367,-0.06461069
McCoy,Colt,QB,73,1500,WAS,30,2015,1760.942196,-260.9421957,0.202304937,0.148183283
Hill,Michael,RB,68,550,WAS,27,2015,650.88025,-100.88025,0.462046362,0.154990492
Blackmon,Will,CB,72,870,WAS,31,2015,1062.646067,-192.6460667,0.226110355,0.181289022
Galette,Junior,OLB,89,745,WAS,28,2015,6531.68119,-5786.68119,2.12598871,0.885940545
Powe,Jerrell,DT,71,745,WAS,29,2015,983.4006667,-238.4006667,0.197484664,0.242424756
Rogers,Justin,CB,67,745,WAS,28,2015,676.69964,68.30036,-0.345169517,-0.100931574
McPhee,Pernell,OLB,87,7750,CHI,27,2015,5808.368696,1941.631304,-0.678587044,-0.33428169
Royal,Eddie,WR,81,5000,CHI,30,2015,3187.627162,1812.372838,-0.727717367,-0.568564875
Ball,Alan,CB,79,3000,CHI,31,2015,2941.7575,58.2425,-0.025442356,-0.019798539
Montgomery,Will,C,84,950,CHI,33,2015,4760.90625,-3810.90625,1.326574609,0.800458159
Gafford,Thomas,LS,69,950,CHI,33,2015,990,-40,0.471404521,0.04040404
Porter,Tracy,CB,73,870,CHI,30,2015,1206.525068,-336.5250678,0.305189403,0.278920908
Rosario,Dante,TE,72,870,CHI,31,2015,974.0216744,-104.0216744,0.148522014,0.106796057
Acho,Sam,OLB,73,825,CHI,28,2015,1376.323326,-551.3233256,0.594574606,0.400576896
Ducasse,Vladimir,G,72,825,CHI,28,2015,955.6460204,-130.6460204,0.190247263,0.136709637
Rodgers,Jacquizz,RB,76,785,CHI,26,2015,1192.469047,-407.4690465,0.504619993,0.34170199
Reynolds,LaRoy,ILB,73,585,CHI,25,2015,1282.524313,-697.5243125,0.747107837,0.543868296
Devlin,Pat,QB,65,585,CHI,28,2015,618.5315,-33.5315,0.249654459,0.054211467
Mathis,Rashean,CB,84,1750,DET,36,2015,4262.729857,-2512.729857,0.759609688,0.589464954
Wilson,C.J.,DE,67,1675,DET,29,2015,826.4919,848.5081,-0.825076538,-1.026638132
Walker,Tyrunn,DT,79,1750,DET,26,2015,2376.044538,-626.0445385,0.334829061,0.26348182
Moore,Lance,WR,73,1050,DET,33,2015,1202.85432,-152.85432,0.153946356,0.127076336
Wilson,Josh,CB,78,950,DET,31,2015,2621.841558,-1671.841558,0.827275576,0.637659264
Guion,Letroy,DE,74,2750,GB,29,2015,1454.517125,1295.482875,-1.159404256,-0.890661824
Raji,B.J.,DT,81,1750,GB,30,2015,3163.422042,-1413.422042,0.57074382,0.446801604
Hill,Shaun,QB,74,3250,MIN,36,2015,1923.559725,1326.440275,-1.015640363,-0.68957582
Newman,Terence,CB,81,2250,MIN,38,2015,3382.58459,-1132.58459,0.405609991,0.334828165
Berger,Joe,C,77,1077.5,MIN,34,2015,1799.376,-721.876,0.466803206,0.401181298
McDermott,Kevin,LS,58,630,MIN,26,2015,929.528,-299.528,1.200392717,0.322236662
Matthews,Casey,ILB,66,825,MIN,27,2015,629.1674333,195.8325667,-1.4296398,-0.31125668
Reed,Brooks,OLB,80,4400,ATL,29,2015,3273.297517,1126.702483,-0.438167073,-0.344210227
Durant,Justin,ILB,84,3600,ATL,31,2015,4348.417133,-748.4171333,0.281954147,0.172112544
Tamme,Jacob,TE,77,1600,ATL,31,2015,1519.408114,80.59188636,-0.075675913,-0.053041632
Clayborn,Adrian,DE,78,3000,ATL,28,2015,2614.904342,385.0956579,-0.207872821,-0.147269501
Chester,Chris,G,83,2800,ATL,33,2015,3940.395895,-1140.395895,0.506464162,0.289411502
Biermann,Kroy,OLB,77,1925,ATL,31,2015,2394.879791,-469.8797907,0.242502301,0.196201827
Schofield,O'Brien,OLB,74,1700,ATL,29,2015,1604.608581,95.3914186,-0.075824624,-0.059448404
Hankerson,Leonard,WR,76,1000,ATL,27,2015,1720.090618,-720.0906182,0.572936478,0.41863528
Moeaki,Tony,TE,74,745,ATL,29,2015,1244.862412,-499.8624118,0.532061907,0.401540288
Adams,Phillip,CB,70,745,ATL,28,2015,874.0445156,-129.0445156,0.178391019,0.147640667
Tillman,Charles,CB,81,2000,CAR,35,2015,3382.58459,-1382.58459,0.495141933,0.408736146
Williams,Teddy,CB,60,900,CAR,28,2015,610.5897273,289.4102727,-2.892216237,-0.473984838
Velasco,Fernando,G,74,745,CAR,31,2015,1083.023333,-338.0233333,0.429697522,0.31211085
Boykin,Jarrett,WR,72,700,CAR,26,2015,999.970274,-299.970274,0.431236405,0.299979191
Spiller,C.J.,RB,82,4000,NO,29,2015,2563.805333,1436.194667,-0.810960569,-0.560180856
Browner,Brandon,CB,82,5000,NO,32,2015,3607.012514,1392.987486,-0.472490419,-0.386188703
Humber,Ramon,OLB,67,1042.5,NO,29,2015,693.4374103,349.0625897,-1.131208037,-0.503380095
Williams,Kevin,DT,76,1500,NO,36,2015,1758.230419,-258.2304194,0.208434053,0.146869498
Spencer,Anthony,OLB,76,950,NO,32,2015,1820.430465,-870.4304651,0.561079647,0.478145407
Smith,Alex,TE,84,870,NO,34,2015,3676.995353,-2806.995353,1.073530988,0.763393772
Wilson,Kyle,CB,74,825,NO,29,2015,1411.581298,-586.5812982,0.474880191,0.415549072
Harris,Bryce,RT,71,720,NO,27,2015,1111.06775,-391.06775,0.493964417,0.351974711
Carter,Bruce,ILB,78,4250,TB,28,2015,2177.058513,2072.941487,-1.102833187,-0.952175366
Cherilus,Gosder,RT,80,3500,TB,32,2015,1889.542083,1610.457917,-0.932779246,-0.852300635
Melton,Henry,DT,83,3750,TB,29,2015,3713.379944,36.62005556,-0.013502597,-0.009861651
Hawley,Joe,C,74,1664.063,TB,27,2015,781.8385,882.2245,-3.303069541,-1.128397361
Moore,Sterling,CB,78,1525,TB,26,2015,2621.841558,-1096.841558,0.542748939,0.418347766
McDaniel,Tony,DT,79,1500,TB,31,2015,2376.044538,-876.0445385,0.468537224,0.368698703
Johnson,Leonard,CB,73,1000,TB,26,2015,1206.525068,-206.5250678,0.187294404,0.171173458
Iupati,Mike,G,88,8000,ARI,29,2015,3307.5204,4692.4796,-1.710791729,-1.418730358
Peters,Corey,DT,80,3050,ARI,28,2015,2637.3695,412.6305,-0.20942704,-0.156455324
Redding,Cory,DE,80,3000,ARI,35,2015,3253.974114,-253.9741143,0.120676784,0.078050441
Weatherspoon,Sean,ILB,76,3850,ARI,28,2015,1989.143405,1860.856595,-1.113736793,-0.935506505
Shipley,A.Q.,C,77,785,ARI,30,2015,1799.376,-1014.376,0.655949178,0.563737651
Leach,Mike,LS,70,1050,ARI,39,2015,990,60,-0.707106781,-0.060606061
Williams,Cary,CB,82,6000,SEA,31,2015,3607.012514,2392.987486,-0.811682568,-0.663426444
Gresham,Clint,LS,53,901.667,SEA,30,2015,954.826,-53.159,0.310062491,0.055674018
Rubin,Ahtyba,DT,78,2600,SEA,30,2015,1980.594912,619.4050882,-0.475017807,-0.312736888
Jackson,Tarvaris,QB,73,1500,SEA,33,2015,1760.942196,-260.9421957,0.202304937,0.148183283
Jackson,Fred,RB,82,900,SEA,35,2015,2563.805333,-1663.805333,0.939483032,0.648959307
Dobbs,Demarcus,DE,73,825,SEA,28,2015,1170.990634,-345.9906341,0.389692653,0.295468319
Smith,Torrey,WR,86,8000,SF,27,2015,5789.175794,2210.824206,-0.671345666,-0.381889285
Pears,Erik,RT,72,2850,SF,34,2015,1118.722455,1731.277545,-2.268849048,-1.547548758
Bush,Reggie,RB,80,2500,SF,31,2015,2094.750174,405.2498261,-0.328532167,-0.193459741
Bellore,Nick,ILB,67,845,SF,27,2015,651.491,193.509,-1.078189728,-0.297024825
Cook,Chris,CB,79,1350,SF,29,2015,2941.7575,-1591.7575,0.695335201,0.541090658
Bishop,Desmond,OLB,76,870,SF,32,2015,1820.430465,-950.4304651,0.612647663,0.522091057
Williams,Chris,G,77,3287.5,BUF,31,2014,1822.353645,1465.146355,-1.144538658,-0.803985746
Orton,Kyle,QB,74,5500,BUF,33,2014,2159.547727,3340.452273,-1.154337665,-1.546829566
Chandler,Scott,TE,81,2375,BUF,31,2014,2555.963667,-180.9636667,0.091831184,0.070800563
Rivers,Keith,OLB,79,2025,BUF,30,2014,2751.106071,-726.1060714,0.370452989,0.263932416
Dixon,Anthony,RB,73,1200,BUF,28,2014,720.1496471,479.8503529,-1.934975715,-0.666320333
Spikes,Brandon,ILB,86,3000,BUF,29,2014,5011.12,-2011.12,0.738505591,0.401331439
Wynn,Jarius,OLB,72,795,BUF,30,2014,1149.851972,-354.8519722,0.509480178,0.308606656
Albert,Branden,LT,88,9400,MIA,31,2014,7276.3918,2123.6082,-0.69843766,-0.291849073
Mitchell,Earl,DT,79,4000,MIA,28,2014,2466.535143,1533.464857,-0.969692421,-0.621708092
Finnegan,Cortland,CB,82,5500,MIA,32,2014,2512.362438,2987.637563,-1.824426166,-1.189174586
Starks,Randy,DE,89,5000,MIA,32,2014,6436.857667,-1436.857667,0.419801139,0.223223464
Smith,Shelley,G,79,2750,MIA,29,2014,2518.735,231.265,-0.15784782,-0.091817917
Moreno,Knowshon,RB,87,3000,MIA,29,2014,2975.083867,24.91613333,-0.014756898,-0.008374935
Fox,Jason,RT,73,795,MIA,28,2014,1043.40672,-248.40672,0.395462733,0.238072762
Cone,Kevin,WR,65,570,MIA,28,2014,581.0852857,-11.08528571,0.083798522,0.019076865
Edelman,Julian,WR,88,4250,NE,30,2014,5547.367391,-1297.367391,0.387791115,0.233870826
Browner,Brandon,CB,86,4116.667,NE,32,2014,4940.54425,-823.87725,0.277596144,0.166758399
Revis,Darrelle,CB,97,12000,NE,31,2014,13166.66667,-1166.666667,1.372812946,0.088607595
LaFell,Brandon,WR,79,3000,NE,29,2014,2088.6175,911.3825,-0.644801117,-0.436356825
Wendell,Ryan,C,76,3625,NE,30,2014,1560.913733,2064.086267,-1.935367557,-1.322357682
Hoomanawanui,Michael,TE,72,1200,NE,28,2014,840.4996154,359.5003846,-0.993979996,-0.427722248
Fleming,Darius,OLB,66,540,NE,27,2014,568.0886429,-28.08864286,0.363874566,0.04944412
Anderson,James,OLB,76,920,NE,32,2014,1929.466237,-1009.466237,0.705750354,0.523184193
Decker,Eric,WR,88,7250,NYJ,29,2014,5547.367391,1702.632609,-0.508927388,-0.306926239
Giacomini,Breno,RT,79,4500,NYJ,30,2014,3173.1031,1326.8969,-0.649441783,-0.418170119
Johnson,Chris,RB,83,4000,NYJ,30,2014,2796.29975,1203.70025,-0.682059364,-0.430461809
Pace,Calvin,OLB,78,2375,NYJ,35,2014,2193.230824,181.7691765,-0.117304326,-0.082877358
Vick,Michael,QB,79,4000,NYJ,36,2014,3955.502273,44.49772727,-0.010209605,-0.011249577
Babin,Jason,DE,80,1600,NYJ,36,2014,2716.176903,-1116.176903,0.537448866,0.410936748
Colon,Willie,G,82,2000,NYJ,33,2014,3032.166,-1032.166,0.710352023,0.340405506
Douzable,Leger,DT,73,1000,NYJ,30,2014,1058.409512,-58.40951163,0.084673307,0.055186117
McIntyre,Garrett,OLB,70,645,NYJ,31,2014,803.4633846,-158.4633846,0.360465934,0.197225397
Monroe,Eugene,LT,89,7500,BAL,29,2014,7723.992545,-223.9925455,0.069431275,0.028999581
Smith,Daryl,ILB,85,3400,BAL,34,2014,4568.827167,-1168.827167,0.365214355,0.255826523
Jones,Jacoby,WR,79,3000,BAL,32,2014,2088.6175,911.3825,-0.644801117,-0.436356825
Smith,Steve,WR,87,3500,BAL,37,2014,5564.602214,-2064.602214,0.650808393,0.371024223
Daniels,Owen,TE,82,1000,BAL,33,2014,2744.1173,-1744.1173,0.890883863,0.635584091
Forsett,Justin,RB,74,730,BAL,30,2014,840.6002188,-110.6002188,0.203146895,0.131572912
Cody,Terrence,DT,73,730,BAL,28,2014,1058.409512,-328.4095116,0.476078616,0.310285866
Rackley,Will,G,71,570,BAL,26,2014,709.3132059,-139.3132059,0.591763401,0.196405769
Campbell,Jason,QB,76,1500,CIN,34,2014,2692.692457,-1192.692457,0.40615473,0.442936754
Smith,Alex,TE,76,915,CIN,34,2014,1351.724032,-436.7240323,0.462066984,0.323086682
Newhouse,Marshall,RT,68,805,CIN,27,2014,740.196125,64.803875,-0.232610546,-0.0875496
Little,Greg,WR,71,645,CIN,27,2014,862.8732321,-217.8732321,0.465351485,0.252497382
Dansby,Karlos,ILB,88,6000,CLE,34,2014,5984.38575,15.61425,-0.004529412,-0.002609165
Tate,Ben,RB,83,3100,CLE,28,2014,2796.29975,303.70025,-0.172087361,-0.108607902
Dray,Jim,TE,71,1875,CLE,29,2014,782.339,1092.661,-3.308797378,-1.396659249
McQuistan,Paul,LT,74,1500,CLE,33,2014,2666.845583,-1166.845583,0.460192744,0.437537738
Austin,Miles,WR,77,2000,CLE,32,2014,1736.688821,263.3111795,-0.207851758,-0.151616787
Thomas,Cam,DE,78,2000,PIT,29,2014,2212.390194,-212.3901944,0.121405467,0.096000333
Blount,LeGarrette,RB,83,1925,PIT,29,2014,2796.29975,-871.29975,0.493709421,0.311590254
Wallace,Cody,C,69,1160,PIT,31,2014,653.8618571,506.1381429,-3.231775441,-0.774075039
Moore,Lance,WR,80,1500,PIT,33,2014,2673.251844,-1173.251844,0.750139289,0.438885639
Whimper,Guy,G,65,920,PIT,33,2014,574.8469286,345.1530714,-3.838914602,-0.600426051
Warren,Greg,LS,71,920,PIT,34,2014,922.2223333,-2.222333333,0.016167985,0.002409759
Heyward-Bey,Darrius,WR,72,795,PIT,29,2014,964.5077593,-169.5077593,0.312915727,0.175745356
McCain,Brice,CB,69,795,PIT,29,2014,669.7582881,125.2417119,-0.690101534,-0.186995389
Moats,Arthur,OLB,74,795,PIT,28,2014,1580.196897,-785.1968974,0.60727347,0.496898139
Palmer,Michael,TE,70,730,PIT,28,2014,743.0336129,-13.0336129,0.04022171,0.017541081
Graham,Garrett,TE,76,3750,HOU,30,2014,1351.724032,2398.275968,-2.537447134,-1.774234911
Fitzpatrick,Ryan,QB,80,3625,HOU,33,2014,4259.38585,-634.38585,0.143309377,0.148938338
Yeatman,Will,LT,67,950,HOU,28,2014,599.4762222,350.5237778,-2.196443016,-0.584716732
Manning,Danieal,S,80,855,HOU,34,2014,2412.939366,-1557.939366,0.754164709,0.645660387
Mack,Elbert,CB,69,795,HOU,30,2014,669.7582881,125.2417119,-0.690101534,-0.186995389
