Last Name,First Name,Position,Overall,Salary,Team,Age,Year,Projected Salary,Difference,Standard Difference,Percent Difference
Powe,Jerrell,DT,72,645,HOU,29,2014,927.6681951,-282.6681951,0.634836859,0.304708296
Davis,Vontae,CB,92,9000,IND,28,2014,9930.952286,-930.9522857,0.370001309,0.093742499
Jones,Arthur,DT,84,6600,IND,30,2014,3678.584786,2921.415214,-1.381589817,-0.794168243
Nicks,Hakeem,WR,84,4000,IND,28,2014,4443.929536,-443.9295357,0.144205063,0.099895719
Brown,Jalil,CB,68,645,IND,28,2014,636.3705,8.6295,-0.069371191,-0.013560497
Carter,Chris,OLB,70,645,IND,27,2014,803.4633846,-158.4633846,0.360465934,0.197225397
Beadles,Zane,G,76,6000,JAC,29,2014,1615.088676,4384.911324,-3.688352365,-2.714966297
Clemons,Chris,DE,84,4375,JAC,34,2014,3949.57736,425.42264,-0.183146942,-0.107713459
Gerhart,Toby,RB,79,3500,JAC,29,2014,1760.880345,1739.119655,-1.089815576,-0.987642153
Watson,Dekoda,OLB,76,2083.333,JAC,28,2014,1929.466237,153.8667632,-0.107573209,-0.079745766
Blackmon,Will,CB,76,937.5,JAC,31,2014,1455.066216,-517.5662157,0.491335785,0.355699425
Doss,Tandon,WR,71,752.5,JAC,26,2014,862.8732321,-110.3732321,0.235744185,0.127913612
Onobun,Fendi,TE,65,570,JAC,29,2014,510.1136429,59.88635714,-0.977226005,-0.11739807
Oher,Michael,LT,76,5000,TEN,30,2014,2628.731938,2371.268063,-0.999520583,-0.902057767
Woodyard,Wesley,ILB,75,3937.5,TEN,30,2014,1803.348229,2134.151771,-1.418498897,-1.183438527
McCluster,Dexter,RB,78,3000,TEN,28,2014,1699.944828,1300.055172,-0.808019033,-0.764763157
Phillips,Shaun,DE,80,2500,TEN,35,2014,2716.176903,-216.1769032,0.104091055,0.079588669
Whitehurst,Charlie,QB,73,2125,TEN,34,2014,2112.558806,12.44119355,-0.004150393,-0.005889158
Woods,Al,DT,73,2000,TEN,29,2014,1058.409512,941.5904884,-1.364975985,-0.889627765
Johnson,Antonio,DT,74,1175,TEN,31,2014,1183.346476,-8.34647619,0.010866672,0.007053282
Olsen,Eric,C,69,645,TEN,28,2014,653.8618571,-8.861857143,0.056584418,0.013553103
Talib,Aqib,CB,90,9500,DEN,30,2014,7644.277733,1855.722267,-0.701998991,-0.24275966
Ware,DeMarcus,OLB,90,10000,DEN,34,2014,6351.0205,3648.9795,-1.032341188,-0.574550106
Sanders,Emmanuel,WR,83,5000,DEN,29,2014,3524.573259,1475.426741,-0.651155573,-0.418611455
Montgomery,Will,C,86,1325,DEN,33,2014,4871.138,-3546.138,1.227774474,0.72798964
Justice,Winston,LT,67,1175,DEN,32,2014,599.4762222,575.5237778,-3.606332187,-0.960044379
Walker,Vance,DE,79,3340,KC,29,2014,2435.642581,904.3574194,-0.50957016,-0.371301367
Mays,Joe,ILB,79,3000,KC,31,2014,2893.558208,106.4417917,-0.043046652,-0.036785779
Linkenbach,Jeff,RT,72,900,KC,29,2014,1002.426458,-102.4264583,0.173472667,0.102178526
Williams,Kyle,WR,95,740,KC,28,2014,7326.341545,-6586.341545,1.510526536,0.898994608
Howard,Austin,RT,81,6000,OAK,29,2014,3779.0905,2220.9095,-1.235159973,-0.587683597
Woodley,LaMarr,OLB,87,5175,OAK,31,2014,5511.886762,-336.8867619,0.1080864,0.061120044
Jones,James,WR,84,3333.333,OAK,32,2014,4443.929536,-1110.596536,0.360763658,0.249913174
Tuck,Justin,DE,88,5000,OAK,33,2014,6295.437529,-1295.437529,0.412009629,0.205774027
Penn,Donald,LT,82,4800,OAK,33,2014,3002.042,1797.958,-1.021900563,-0.598911674
Smith,Antonio,DE,87,4500,OAK,34,2014,4859.555333,-359.5553333,0.177471244,0.073989349
Jones-Drew,Maurice,RB,86,2500,OAK,31,2014,2727.059722,-227.0597222,0.157520554,0.083261734
Boothe,Kevin,G,75,1312.5,OAK,33,2014,1472.851455,-160.3514545,0.136232603,0.108871437
Rogers,Carlos,CB,81,2500,OAK,35,2014,2305.259242,194.7407576,-0.12277403,-0.084476728
Young,Usama,S,78,1167.5,OAK,31,2014,1608.572533,-441.0725333,0.283671644,0.274201209
McFadden,Darren,RB,79,1750,OAK,29,2014,1760.880345,-10.88034483,0.006818145,0.006178923
Sims,Pat,DT,83,1450,OAK,30,2014,3542.8705,-2092.8705,1.050115465,0.590727349
Brown,Vincent,WR,73,1025,OAK,27,2014,972.7892549,52.2107451,-0.096839059,-0.053671178
Wilson,C.J.,DE,67,795,OAK,29,2014,880.6721064,-85.67210638,0.049095363,0.097280368
Brown,Donald,RB,80,3500,SD,29,2014,2035.751621,1464.248379,-0.891669374,-0.719266714
Clemens,Kellen,QB,76,1500,SD,33,2014,2692.692457,-1192.692457,0.40615473,0.442936754
Conner,Kavell,ILB,72,900,SD,29,2014,1138.7135,-238.7135,0.284074294,0.209634381
Walker,Reggie,ILB,69,1025,SD,29,2014,795.5085,229.4915,-0.63016523,-0.288484033
Marshall,Richard,CB,73,855,SD,31,2014,934.8399259,-79.83992593,0.116519277,0.085404917
Ohrnberger,Rich,C,70,795,SD,30,2014,783.1917,11.8083,-0.022229589,-0.015077152
Ajirotutu,Seyi,WR,68,795,SD,29,2014,710.5172885,84.48271154,-0.26339394,-0.118903105
Legursky,Doug,C,74,730,SD,30,2014,1464.828867,-734.8288667,0.660719402,0.50164827
Melton,Henry,DT,88,6875.25,DAL,29,2014,4477.454333,2397.795667,-1.093411789,-0.535526549
McClain,Terrell,DT,71,1016.667,DAL,28,2014,875.5795217,141.0874783,-0.322417381,-0.16113611
Mincey,Jeremy,DE,73,1500,DAL,32,2014,1374.645946,125.3540541,-0.103475969,-0.091190066
Spencer,Anthony,OLB,85,2000,DAL,32,2014,4679.333591,-2679.333591,0.973360224,0.572588711
Weeden,Brandon,QB,74,615,DAL,32,2014,2159.547727,-1544.547727,0.533738989,0.715218149
Williams,Ryan,RB,72,730,DAL,26,2014,713.22245,16.77755,-0.064312467,-0.023523587
Edwards,Lavar,DE,67,495,DAL,26,2014,880.6721064,-385.6721064,0.221013732,0.437929286
Rodgers-Cromartie,Dominique,CB,87,7000,NYG,30,2014,5464.849792,1535.150208,-0.499881053,-0.280913523
Beason,Jon,ILB,79,5666.667,NYG,31,2014,2893.558208,2773.108792,-1.12148666,-0.958373253
Schwartz,Geoff,G,80,4200,NYG,30,2014,2760.191481,1439.808519,-1.031466606,-0.521633564
Jennings,Rashad,RB,82,2500,NYG,31,2014,2712.506923,-212.5069231,0.120684559,0.078343366
Walton,J.D.,C,76,3000,NYG,29,2014,1560.913733,1439.086267,-1.34934325,-0.921951185
McClain,Jameel,ILB,76,2262.5,NYG,31,2014,2002.854571,259.6454286,-0.159928253,-0.129637684
Ayers,Robert,DE,81,1875,NYG,31,2014,2992.218636,-1117.218636,0.565282927,0.373374667
Patterson,Mike,DT,73,920,NYG,33,2014,1058.409512,-138.4095116,0.200645251,0.130771228
Davis,Kellen,TE,74,795,NYG,30,2014,1089.949023,-294.9490227,0.420362368,0.27060809
Jerry,John,G,75,795,NYG,30,2014,1472.851455,-677.8514545,0.57589417,0.460230699
Ogletree,Kevin,WR,70,730,NYG,29,2014,844.3151091,-114.3151091,0.25906886,0.135393892
Carroll,Nolan,CB,77,1825,PHI,29,2014,1601.791851,223.2081489,-0.200986734,-0.139349035
Braman,Bryan,OLB,71,1325,PHI,29,2014,995.6783143,329.3216857,-0.525662974,-0.330751088
Sanchez,Mark,QB,74,2250,PHI,29,2014,2159.547727,90.45227273,-0.031256985,-0.041884822
Gardner,Andrew,G,64,742.5,PHI,30,2014,572.4908846,170.0091154,-1.839843913,-0.296963882
Benn,Arrelious,WR,73,645,PHI,28,2014,972.7892549,-327.7892549,0.607974525,0.336958137
Hatcher,Jason,DE,89,6875,WAS,34,2014,6436.857667,438.1423333,-0.128010348,-0.068067737
Jackson,DeSean,WR,90,6000,WAS,29,2014,6587.87388,-587.87388,0.153700486,0.089235752
Lauvao,Shawn,G,76,4250,WAS,28,2014,1615.088676,2634.911324,-2.216346169,-1.63143446
Roberts,Andre,WR,80,4000,WAS,28,2014,2673.251844,1326.748156,-0.848279868,-0.496304963
Porter,Tracy,CB,77,3125,WAS,30,2014,1601.791851,1523.208149,-1.371565654,-0.950940129
Hayward,Adam,OLB,72,1000,WAS,32,2014,1149.851972,-149.8519722,0.215150585,0.130322838
Clark,Ryan,S,82,1020,WAS,36,2014,2834.022818,-1814.022818,0.848521565,0.640087584
Jackson,Rob,OLB,74,795,WAS,30,2014,1580.196897,-785.1968974,0.60727347,0.496898139
McCoy,Colt,QB,73,795,WAS,30,2014,2112.558806,-1317.558806,0.439538731,0.623679115
Biggers,E.J.,CB,72,795,WAS,29,2014,812.9731148,-17.97311475,0.045216321,0.022107883
Houston,Lamarr,OLB,89,7000,CHI,29,2014,6418.643933,581.3560667,-0.178436784,-0.090573036
Allen,Jared,DE,87,8000,CHI,34,2014,4859.555333,3140.444667,-1.550077473,-0.646241158
Young,Willie,OLB,80,3000,CHI,31,2014,3200.120714,-200.1207143,0.096662864,0.062535364
Tillman,Charles,CB,87,3250,CHI,35,2014,5464.849792,-2214.849792,0.721207241,0.40529015
Williams,D.J.,ILB,78,1500,CHI,34,2014,2269.958,-769.958,0.420209453,0.339194822
Mariani,Marc,WR,69,615,CHI,29,2014,766.0712,-151.0712,0.453093976,0.197202558
Rosario,Dante,TE,76,855,CHI,31,2014,1351.724032,-496.7240323,0.525548765,0.36747444
De,Brian,C,83,795.001,CHI,31,2014,3762.1258,-2967.1248,1.270880915,0.788683037
Britton,Eben,RT,70,795,CHI,28,2014,799.3717273,-4.371727273,0.014707906,0.005468954
Steltz,Craig,S,73,795,CHI,30,2014,821.8890962,-26.88909615,0.059099809,0.03271621
Morgan,Josh,WR,76,730,CHI,31,2014,1440.048702,-710.0487021,0.660368785,0.4930727
Mulligan,Matthew,TE,71,730,CHI,31,2014,782.339,-52.339,0.158493024,0.066900666
McManis,Sherrick,CB,66,730,CHI,28,2014,602.1376222,127.8623778,-1.069082461,-0.212347432
Clausen,Jimmy,QB,67,645,CHI,28,2014,635.2702353,9.729764706,-0.048616819,-0.015315946
Tate,Golden,WR,84,6200,DET,28,2014,4443.929536,1756.070464,-0.570437944,-0.395161636
Pettigrew,Brandon,TE,79,4000,DET,31,2014,1793.494091,2206.505909,-1.966897891,-1.230283345
Mathis,Rashean,CB,80,1020,DET,36,2014,2385.186375,-1365.186375,0.932714561,0.572360462
Orlovsky,Dan,QB,71,920,DET,33,2014,1311.339963,-391.339963,0.324731658,0.298427543
Tapp,Darryl,DE,75,920,DET,32,2014,1692.120333,-772.1203333,0.561363954,0.456303443
Vaughn,Cassius,CB,73,730,DET,28,2014,934.8399259,-204.8399259,0.298945668,0.219117648
Fluellen,Andre,DT,68,730,DET,31,2014,645.0844848,84.91551515,-0.55932229,-0.131634719
Peppers,Julius,OLB,82,8666.667,GB,36,2014,4201.81848,4464.84852,-1.631009305,-1.062599096
Raji,B.J.,DT,83,4000,GB,30,2014,3542.8705,457.1295,-0.229368591,-0.129028001
Starks,James,RB,78,1625,GB,30,2014,1699.944828,-74.94482759,0.046580213,0.044086624
Quarless,Andrew,TE,74,1500,GB,27,2014,1089.949023,410.0509773,-0.584406072,-0.376211152
Flynn,Matt,QB,78,1068.125,GB,31,2014,3642.31104,-2574.18604,0.62004834,0.706745254
Guion,Letroy,DE,75,1000,GB,29,2014,1692.120333,-692.1203333,0.50320059,0.409025481
Joseph,Linval,DT,86,6250,MIN,27,2014,3615.516286,2634.483714,-1.176799151,-0.728660447
Munnerlyn,Captain,CB,86,3750,MIN,28,2014,4940.54425,-1190.54425,0.401140453,0.240974312
Johnson,Charlie,G,78,2500,MIN,32,2014,2152.595581,347.4044194,-0.261073968,-0.161388615
Wootton,Corey,DT,74,1500,MIN,29,2014,1183.346476,316.6535238,-0.412266179,-0.267591555
Simpson,Jerome,WR,78,1000,MIN,30,2014,1929.836676,-929.8366757,0.691810801,0.481821435
Evans,Fred,DT,75,1000,MIN,32,2014,1245.702973,-245.702973,0.309469441,0.197240416
Johnson,Tom,DT,71,845,MIN,32,2014,875.5795217,-30.57952174,0.06988125,0.034924894
Ducasse,Vladimir,G,73,795,MIN,28,2014,1093.020595,-298.0205946,0.288691895,0.272657804
Soliai,Paul,DT,87,6400,ATL,32,2014,4268.476889,2131.523111,-0.860111126,-0.499363864
Jackson,Tyson,DE,84,5000,ATL,30,2014,3949.57736,1050.42264,-0.452213109,-0.265958239
Asamoah,Jon,G,85,4500,ATL,28,2014,3138.65525,1361.34475,-0.769221035,-0.433735037
Hester,Devin,WR,73,3000,ATL,33,2014,972.7892549,2027.210745,-3.760014922,-2.083915642
Wilson,Josh,CB,79,920,ATL,31,2014,2306.87686,-1386.87686,0.914289488,0.60119241
Jerry,Peria,DT,73,895,ATL,32,2014,1058.409512,-163.4095116,0.236886483,0.154391575
Arenas,Javier,CB,76,795,ATL,28,2014,1455.066216,-660.0662157,0.626613836,0.453633112
Weems,Eric,WR,73,730,ATL,31,2014,972.7892549,-242.7892549,0.450318855,0.249580527
Pascoe,Bear,TE,72,730,ATL,30,2014,840.4996154,-110.4996154,0.305519582,0.131468966
Cotchery,Jerricho,WR,80,1603,CAR,34,2014,2673.251844,-1070.251844,0.68428442,0.400355786
DeCoud,Thomas,S,81,1762.5,CAR,30,2014,2611.895028,-849.3950278,0.406697541,0.32520259
Anderson,Derek,QB,73,1282,CAR,33,2014,2112.558806,-830.5588065,0.277075119,0.393152988
Love,Kyle,DT,72,737.5,CAR,29,2014,927.6681951,-190.1681951,0.427093609,0.20499592
Cole,Colin,DT,75,1125,CAR,36,2014,1245.702973,-120.702973,0.152028611,0.096895468
Avant,Jason,WR,77,1050,CAR,33,2014,1736.688821,-686.6888205,0.54205628,0.395401187
Dickson,Ed,TE,72,795,CAR,29,2014,840.4996154,-45.49961538,0.125801555,0.054134011
Webb,Joe,QB,67,795,CAR,29,2014,635.2702353,159.7297647,-0.798123414,-0.251435934
Williams,Jason,OLB,68,715,CAR,30,2014,619.0041463,95.99585366,-0.551318744,-0.155081116
Strief,Zach,RT,87,4000,NO,32,2014,4214.375,-214.375,0.105829223,0.050867566
Goodwin,Jonathan,C,79,1020,NO,37,2014,2562.86375,-1542.86375,0.954348662,0.602007715
Meachem,Robert,WR,76,920,NO,31,2014,1440.048702,-520.0487021,0.483662499,0.361132718
Haralson,Parys,DE,82,920,NO,32,2014,3157.039194,-2237.039194,1.003091871,0.708587717
McCown,Luke,QB,75,920,NO,35,2014,2617.584471,-1697.584471,0.570002938,0.648530922
Humber,Ramon,OLB,66,795,NO,29,2014,568.0886429,226.9113571,-2.93952513,-0.39942949
Deaderick,Brandon,DT,66,730,NO,29,2014,581.5139615,148.4860385,-1.804688219,-0.255343892
Ozougwu,Cheta,DE,69,570,NO,27,2014,762.0742051,-192.0742051,0.22751617,0.252041342
Morgan,Joseph,WR,72,495,NO,28,2014,964.5077593,-469.5077593,0.86672352,0.486784844
Johnson,Michael,DE,91,8750,TB,29,2014,6746.792857,2003.207143,-0.508739778,-0.296912501
Collins,Anthony,LT,84,6000,TB,30,2014,4228.214111,1771.785889,-0.579410816,-0.419038829
Verner,Alterraun,CB,87,6437.5,TB,27,2014,5464.849792,972.6502083,-0.316717809,-0.177982972
McDonald,Clinton,DT,77,3000,TB,29,2014,1822.832929,1177.167071,-0.914365035,-0.645789887
McCown,Josh,QB,83,5000,TB,37,2014,11557.99844,-6557.998444,0.986547077,0.567399146
Myers,Brandon,TE,77,2125,TB,31,2014,1360.846258,764.1537419,-0.80984037,-0.561528341
Jenkins,Mike,CB,77,1500,TB,31,2014,1601.791851,-101.7918511,0.091657996,0.063548738
Fletcher,Dane,ILB,74,1200,TB,30,2014,1544.578441,-344.5784412,0.316755081,0.223088988
English,Larry,OLB,78,795,TB,30,2014,2193.230824,-1398.230824,0.902345089,0.637521053
Murphy,Louis,WR,74,795,TB,29,2014,1077.524216,-282.5242157,0.391222105,0.262197556
Cousins,Oniel,G,67,795,TB,32,2014,599.4930882,195.5069118,-2.210814102,-0.326120377
Veldheer,Jared,LT,88,7000,ARI,29,2014,7276.3918,-276.3918,0.09090304,0.037984733
Shaughnessy,Matt,DE,78,2200,ARI,29,2014,2212.390194,-12.39019444,0.007082424,0.005600366
Cromartie,Antonio,CB,87,3500,ARI,32,2014,5464.849792,-1964.849792,0.639801355,0.359543238
Larsen,Ted,G,74,1300,ARI,29,2014,1232.083,67.917,-0.060876297,-0.055123721
Rucker,Frostee,DT,76,1000,ARI,33,2014,1612.237429,-612.2374286,0.557727521,0.379743962
Kelly,Tommy,DT,78,955,ARI,35,2014,2053.24219,-1098.24219,0.798107396,0.534881952
Foote,Larry,ILB,75,955,ARI,36,2014,1803.348229,-848.3482286,0.563868532,0.470429513
Dwyer,Jonathan,RB,76,795,ARI,27,2014,1035.613444,-240.6134444,0.314078248,0.232339051
McDaniel,Tony,DT,83,2875,SEA,31,2014,3542.8705,-667.8705,0.335109669,0.188511124
Williams,Kevin,DT,82,2100,SEA,36,2014,3125.587471,-1025.587471,0.612193406,0.328126306
Rice,Sidney,WR,82,1400,SEA,30,2014,3425.769893,-2025.769893,1.016819725,0.591332739
Jackson,Tarvaris,QB,75,1250,SEA,33,2014,2617.584471,-1367.584471,0.459197866,0.522460492
Adams,Phillip,CB,71,795,SEA,28,2014,773.4125,21.5875,-0.065086756,-0.027912013
Schofield,O'Brien,OLB,75,730,SEA,29,2014,1734.964415,-1004.964415,0.735445139,0.579242091
Johnson,Josh,QB,71,730,SF,30,2014,1311.339963,-581.339963,0.482392569,0.443317507
Cook,Chris,CB,79,730,SF,29,2014,2306.87686,-1576.87686,1.039545744,0.683554847
Cox,Perrish,CB,71,695,SF,29,2014,773.4125,-78.4125,0.236415297,0.101385095
Lawson,Manny,OLB,82,3000,BUF,32,2013,3295.663769,-295.6637692,0.109354524,0.089712965
Kolb,Kevin,QB,76,3050,BUF,32,2013,2614.491469,435.5085313,-0.168911885,-0.166574853
Branch,Alan,DT,75,3000,BUF,31,2013,1537.246225,1462.753775,-0.884773325,-0.951541628
Legursky,Doug,C,73,1000,BUF,30,2013,1137.9574,-137.9574,0.167374836,0.121232482
Leonhard,Jim,S,75,840,BUF,33,2013,1349.774976,-509.7749756,0.41750731,0.377674046
Choice,Tashard,RB,73,780,BUF,31,2013,1186.155628,-406.1556279,0.206247031,0.342413439
Flynn,Matt,QB,78,715,BUF,31,2013,3264.761889,-2549.761889,1.21621979,0.780994748
Sampson,Demarco,WR,62,480,BUF,30,2013,537.3475714,-57.34757143,0.839935185,0.106723422
Wallace,Mike,WR,87,12000,MIA,30,2013,6435.893958,5564.106042,-1.732434629,-0.86454284
Ellerbe,Dannell,OLB,84,7000,MIA,30,2013,4207.242111,2792.757889,-0.881438211,-0.66379776
Wheeler,Philip,OLB,87,5200,MIA,31,2013,5913.158368,-713.1583684,0.200609847,0.120605322
Gibson,Brandon,WR,79,3260,MIA,29,2013,2602.2619,657.7381,-0.391778652,-0.252756304
Grimes,Brent,CB,89,5500,MIA,33,2013,5972.2062,-472.2062,0.170211711,0.079067297
Garner,Nate,RT,76,1625,MIA,31,2013,1549.226217,75.77378261,-0.068551112,-0.048910728
Keller,Dustin,TE,84,4250,MIA,31,2013,3592.338333,657.6616667,-0.333689834,-0.183073421
Clabo,Tyson,RT,89,3500,MIA,34,2013,5513.785714,-2013.785714,1.699854529,0.365227417
Amendola,Danny,WR,83,5700,NE,30,2013,4405.494909,1294.505091,-0.443705893,-0.293838744
Vollmer,Sebastian,RT,91,4187.5,NE,32,2013,5432.75,-1245.25,0.987108773,0.229211725
Arrington,Kyle,CB,77,4000,NE,30,2013,1754.053763,2245.946237,-1.907099337,-1.280431811
Kelly,Tommy,DT,78,2500,NE,35,2013,2095.127943,404.8720571,-0.223057967,-0.19324455
Wilson,Adrian,S,87,1666.667,NE,36,2013,4315.850286,-2649.183286,1.148917453,0.613826502
Talib,Aqib,CB,86,4860,NE,30,2013,4674.701957,185.2980435,-0.072408234,-0.039638472
Washington,Leon,RB,75,1300,NE,34,2013,1259.960279,40.03972093,-0.02031375,-0.031778558
Svitek,Will,LT,75,910,NE,34,2013,1562.636692,-652.6366923,0.462482465,0.417650946
Koutouvides,Niko,ILB,71,865,NE,35,2013,814.97212,50.02788,-0.18671579,-0.061386002
Edelman,Julian,WR,77,765,NE,30,2013,1858.351263,-1093.351263,0.779726238,0.588344779
Goodson,Mike,RB,77,2300,NYJ,29,2013,1180.896833,1119.103167,-1.494502571,-0.947672256
Barnes,Antwan,OLB,77,1350,NYJ,31,2013,2171.209639,-821.2096389,0.426303255,0.378226784
Landry,Dawan,S,79,1500,NYJ,33,2013,2204.35325,-704.35325,0.435056823,0.319528302
Purdum,Tanner,LS,54,745,NYJ,32,2013,774,-29,0.114309663,0.0374677
Colon,Willie,G,80,1162.5,NYJ,33,2013,2486.290615,-1323.790615,0.785342956,0.532435994
Pace,Calvin,OLB,75,1005,NYJ,35,2013,1915.374,-910.374,0.524012066,0.475298297
Quinn,Brady,QB,73,715,NYJ,31,2013,1919.739139,-1204.739139,0.542117985,0.627553564
Dumervil,Elvis,OLB,83,5200,BAL,32,2013,3785.227625,1414.772375,-0.48475018,-0.373761505
Canty,Chris,DE,85,2666.667,BAL,33,2013,3987.038765,-1320.371765,0.683902318,0.331166021
McKinnie,Bryant,LT,81,3150,BAL,36,2013,3328.690222,-178.6902222,0.091124951,0.053681842
Huff,Michael,S,83,2000,BAL,33,2013,3282.872182,-1282.872182,0.690758153,0.390777377
Smith,Daryl,ILB,82,1125,BAL,34,2013,3731.309938,-2606.309938,1.038087242,0.698497306
Johnson,Chris,CB,72,905,BAL,36,2013,850.8315517,54.16844828,-0.07834128,-0.063665303
Bajema,Billy,TE,69,840,BAL,33,2013,605.5555172,234.4444828,-1.931196172,-0.387156051
Doss,Tandon,WR,69,555,BAL,26,2013,672.6402083,-117.6402083,0.402314265,0.174893215
Allen,Anthony,RB,69,555,BAL,28,2013,894.9514146,-339.9514146,0.170355721,0.379854603
Hall,Bryan,ILB,56,480,BAL,28,2013,504.5236667,-24.52366667,0.524056718,0.048607564
Smith,Andre,RT,92,6000,CIN,29,2013,5432.75,567.25,-0.449658664,-0.10441305
Geathers,Robert,DE,76,3000,CIN,33,2013,2405.389367,594.6106333,-0.270259373,-0.247199327
Maualuga,Rey,ILB,76,3250,CIN,29,2013,1696.84872,1553.15128,-1.139067584,-0.915315114
Newman,Terence,CB,85,2500,CIN,38,2013,4000.913917,-1500.913917,0.636296513,0.375142767
Harrison,James,OLB,86,2225,CIN,38,2013,5489.674304,-3264.674304,0.940513081,0.594693624
Johnson,Josh,QB,70,947.5,CIN,30,2013,1353.959286,-406.4592857,0.170778208,0.300200523
Tate,Brandon,WR,70,966,CIN,28,2013,860.0735769,105.9264231,-0.141243591,-0.123159723
Smith,Alex,TE,77,905,CIN,34,2013,1288.25769,-383.2576897,0.463579667,0.297500797
Pollak,Mike,G,77,780,CIN,31,2013,1551.799355,-771.7993548,0.609091741,0.497357698
Roland,Dennis,RT,69,780,CIN,33,2013,737.5102857,42.48971429,-0.170765454,-0.057612368
Kruger,Paul,OLB,87,8100,CLE,30,2013,5913.158368,2186.841632,-0.615153639,-0.369826326
Bryant,Desmond,DE,88,6800,CLE,30,2013,5563.328933,1236.671067,-0.337550313,-0.222289762
Campbell,Jason,QB,75,1875,CLE,34,2013,2380.917914,-505.9179143,0.200574639,0.2124886
Barnidge,Gary,TE,74,1250,CLE,30,2013,895.2486,354.7514,-0.959497523,-0.396260212
Groves,Quentin,OLB,76,1200,CLE,32,2013,1923.526,-723.526,0.428865195,0.376145682
Hoyer,Brian,QB,71,982.5,CLE,30,2013,1503.822548,-521.3225484,0.225757476,0.346664937
Owens,Christopher,CB,73,1000,CLE,29,2013,1005.562509,-5.562509091,0.007104732,0.005531739
Jackson,Brandon,RB,71,715,CLE,30,2013,1001.718889,-286.7188889,0.150332518,0.286226897
Butler,Rashad,LT,74,715,CLE,33,2013,1600.3364,-885.3364,0.556244236,0.553218936
Gradkowski,Bruce,QB,73,1650,PIT,33,2013,1919.739139,-269.7391389,0.121379337,0.140508225
Spaeth,Matt,TE,80,1000,PIT,32,2013,1771.77936,-771.77936,0.602040675,0.435595638
Burress,Plaxico,WR,74,1005,PIT,39,2013,1436.08542,-431.08542,0.363045177,0.300180904
Warren,Greg,LS,71,905,PIT,34,2013,907.2223333,-2.222333333,0.014845303,0.002449602
Stephens-Howling,LaRod,RB,72,780,PIT,29,2013,1092.990683,-312.9906829,0.157680708,0.286361712
Velasco,Fernando,G,82,715,PIT,31,2013,2966.613348,-2251.613348,1.359539501,0.758984432
Whimper,Guy,G,73,715,PIT,33,2013,1044.40125,-329.40125,0.392455621,0.315397219
Sylvester,Stevenson,ILB,69,630,PIT,28,2013,714.6541667,-84.65416667,0.453007195,0.11845473
Reed,Ed,S,86,5000,HOU,38,2013,4049.697909,950.3020909,-0.434440263,-0.234659995
McCain,Brice,CB,76,1750,HOU,29,2013,1647.537171,102.4628293,-0.087746498,-0.062191513
Mays,Joe,ILB,79,1037.5,HOU,31,2013,3032.0284,-1994.5284,0.93675758,0.657819828
Jones,Greg,RB,66,1000,HOU,35,2013,740,260,-1,-0.351351351
Dobbins,Tim,ILB,72,905,HOU,33,2013,938.4576333,-33.45763333,0.080859389,0.035651725
Harris,Ryan,LT,70,780,HOU,31,2013,751.4525,28.5475,-0.072610009,-0.03798976
Cherilus,Gosder,RT,90,7000,IND,32,2013,5513.785714,1486.214286,-1.254526768,-0.269545166
Landry,LaRon,S,86,6000,IND,31,2013,4049.697909,1950.302091,-0.89160043,-0.481591994
JeanFrancois,Ricky,DE,75,5500,IND,29,2013,1742.552963,3757.447037,-2.479414496,-2.15628857
Walden,Erik,OLB,74,4000,IND,31,2013,1556.803971,2443.196029,-2.483329981,-1.56936652
Thomas,Donald,G,81,3500,IND,30,2013,2781.675792,718.3242083,-0.444194398,-0.258234339
Hasselbeck,Matt,QB,79,3625,IND,40,2013,3646.815214,-21.81521429,0.010426459,0.005981991
Heyward-Bey,Darrius,WR,79,2500,IND,29,2013,2602.2619,-102.2619,0.060911827,0.039297313
Bradshaw,Ahmad,RB,83,2000,IND,30,2013,2586.194,-586.194,0.339924303,0.22666281
Franklin,Aubrayo,DT,82,1050,IND,36,2013,3250.691526,-2200.691526,1.214428302,0.676991806
Sidbury,Lawrence,OLB,66,780,IND,30,2013,644.8980541,135.1019459,-0.632363171,-0.209493493
Miller,Roy,DT,75,2200,JAC,29,2013,1537.246225,662.753775,-0.40087872,-0.431130527
Forsett,Justin,RB,77,1000,JAC,30,2013,1180.896833,-180.8968333,0.24157807,0.153185975
Hayes,Geno,OLB,74,1000,JAC,29,2013,1556.803971,-556.8039706,0.565950491,0.35765837
Marks,Sen'Derrick,DT,77,1500,JAC,29,2013,1796.538263,-296.5382632,0.174694466,0.165060923
Meester,Brad,C,78,1500,JAC,39,2013,2624.316071,-1124.316071,0.709817095,0.428422507
Shipley,Jordan,WR,73,657.5,JAC,30,2013,1334.910945,-677.4109455,0.610485761,0.50745778
Levitre,Andy,G,96,7800,TEN,30,2013,6930.236111,869.7638889,-0.474792046,-0.125502779
Walker,Delanie,TE,83,4375,TEN,32,2013,2699.83395,1675.16605,-0.979609828,-0.620470029
Greene,Shonn,RB,79,3333.333,TEN,31,2013,1886.895867,1446.437133,-0.950935715,-0.766569665
Fitzpatrick,Ryan,QB,76,3250,TEN,33,2013,2614.491469,635.5085313,-0.24648184,-0.243071564
Wilson,George,S,85,2000,TEN,35,2013,3777.770391,-1777.770391,0.828317497,0.4705872
