Last Name,First Name,Position,Overall,Salary,Team,Year,Projected Salary,Difference,Standard Difference,Percent Difference
Sims,Eugene,DE,69.0,3333.333,LA,2016.0,1404.75706383,1928.57593617,-1.34800565169,-1.37288929583
Coples,Quinton,OLB,76.0,3250.0,LA,2016.0,2591.08423529,658.915764706,-0.359797798908,-0.254301174671
Barnes,Tim,C,69.0,2750.0,LA,2016.0,1098.775375,1651.224625,-2.03894318793,-1.50278634066
Quick,Brian,WR,74.0,1750.0,LA,2016.0,1797.36163636,-47.3616363636,0.032953264911,0.0263506438579
Thomas,Cam,DE,66.0,760.0,LA,2016.0,967.52622,-207.52622,0.18139181244,0.214491572125
Folkerts,Brian,C,67.0,675.0,LA,2016.0,961.718681818,-286.718681818,0.43988030021,0.298131550565
Easley,Dominique,DT,74.0,600.0,LA,2016.0,2007.06881081,-1407.06881081,1.07301373977,0.701056587214
Lane,Jeremy,CB,77.0,5750.0,SEA,2016.0,3499.62652174,2250.37347826,-0.720254411163,-0.643032467688
Kearse,Jermaine,WR,80.0,4500.0,SEA,2016.0,4084.53711111,415.462888889,-0.139752070885,-0.101716027444
Webb,J'Marcus,RT,67.0,2875.0,SEA,2016.0,1152.57427778,1722.42572222,-1.55407071483,-1.49441624321
Clemons,Chris,DE,76.0,1500.0,SEA,2016.0,3216.60716667,-1716.60716667,0.747016073529,0.533670130582
Siliga,Sealver,DT,73.0,1050.0,SEA,2016.0,1892.33375,-842.33375,0.639116761359,0.445129591965
Sowell,Bradley,LT,74.0,1000.0,SEA,2016.0,2856.4136,-1856.4136,0.953933696086,0.649910643193
Browner,Brandon,CB,73.0,760.0,SEA,2016.0,1883.87514474,-1123.87514474,0.574030390231,0.596576236953
Michael,Christine,RB,71.0,725.0,SEA,2016.0,741.015,-16.015,0.0663235374571,0.0216122480652
Thorpe,Neiko,CB,68.0,675.0,SEA,2016.0,811.621716418,-136.621716418,0.30925230113,0.168331765469
Williams,Brandon,TE,66.0,675.0,SEA,2016.0,658.4472,16.5528,-0.0532156511278,-0.0251391455534
Beadles,Zane,G,73.0,3250.0,SF,2016.0,2034.47102778,1215.52897222,-0.677962905833,-0.597466838124
Martin,Keshawn,WR,68.0,1087.5,SF,2016.0,879.776372881,207.723627119,-0.331330494919,-0.236109576844
Jerod-Eddie,Tony,DE,68.0,1000.0,SF,2016.0,1227.36958491,-227.369584906,0.174735263304,0.185249486138
Clay,Charles,TE,86.0,7600.0,BUF,2015.0,4835.02215385,2764.97784615,-0.968671244784,-0.571864566113
Easley,Marcus,WR,68.0,1750.0,BUF,2015.0,655.014519231,1094.98548077,-4.93742372403,-1.67169650232
Harvin,Percy,WR,86.0,6000.0,BUF,2015.0,5789.17579412,210.824205882,-0.0640195256038,-0.0364169638961
Taylor,Tyrod,QB,72.0,1116.667,BUF,2015.0,1683.36941304,-566.702413043,0.461109770289,0.336647683303
Wynn,Jarius,OLB,77.0,1100.0,BUF,2015.0,2394.8797907,-1294.8797907,0.66828013305,0.540686758361
Carrington,Alex,DT,72.0,825.0,BUF,2015.0,1217.74244737,-392.742447368,0.30970269691,0.322516841075
Suh,Ndamukong,DT,96.0,19062.5,MIA,2015.0,14614.5465,4447.9535,-1.02641946994,-0.304351113461
Cameron,Jordan,TE,84.0,7500.0,MIA,2015.0,3676.99535294,3823.00464706,-1.46210215578,-1.03970886012
Jennings,Greg,WR,81.0,4000.0,MIA,2015.0,3187.62716216,812.372837838,-0.326189959359,-0.254851899708
McCain,Brice,CB,76.0,2750.0,MIA,2015.0,1914.30826531,835.691734694,-0.563655191917,-0.436550241066
Moore,Matt,QB,73.0,2600.0,MIA,2015.0,1760.94219565,839.057804348,-0.650510110078,-0.476482309538
Linkenbach,Jeff,RT,75.0,795.0,MIA,2015.0,1661.37305,-866.37305,0.594986199186,0.521480139575
McClendon,Jacques,C,71.0,745.0,MIA,2015.0,780.27175,-35.27175,0.131653374401,0.0452044431956
Paysinger,Spencer,OLB,76.0,745.0,MIA,2015.0,1820.43046512,-1075.43046512,0.693222686877,0.59075613473
James,LaMichael,RB,66.0,680.0,MIA,2015.0,588.900444444,91.0995555556,-0.416911292996,-0.154694322979
Sheard,Jabaal,DE,84.0,5500.0,NE,2015.0,4674.40822727,825.591772727,-0.272046983652,-0.176619527561
Chandler,Scott,TE,80.0,2650.0,NE,2015.0,2289.0048,360.9952,-0.206414689726,-0.157708363041
Branch,Alan,DT,79.0,2150.0,NE,2015.0,2376.04453846,-226.044538462,0.120896000032,0.095134806946
McClain,Robert,CB,71.0,1240.0,NE,2015.0,995.364693548,244.635306452,-0.30805253825,-0.245774546794
Freeny,Jonathan,ILB,71.0,1000.0,NE,2015.0,990.824458333,9.17554166667,-0.0159406669888,-0.00926051187927
Fletcher,Dane,ILB,69.0,825.0,NE,2015.0,840.70325,-15.70325,0.0398681366466,0.0186787073798
Chekwa,Chimdi,CB,69.0,825.0,NE,2015.0,798.38085,26.61915,-0.0445815982064,-0.0333414184471
Gibson,Brandon,WR,73.0,825.0,NE,2015.0,1202.85432,-377.85432,0.380553821918,0.314131407035
White,Chris,ILB,69.0,795.0,NE,2015.0,840.70325,-45.70325,0.116033522754,0.0543631180205
Watson,Dekoda,OLB,74.0,745.0,NE,2015.0,1604.6085814,-859.608581395,0.683284706636,0.535712317236
Revis,Darrelle,CB,97.0,14024.212,NYJ,2015.0,11381.053,2643.159,-1.00233602908,-0.232242042981
Cromartie,Antonio,CB,86.0,8000.0,NYJ,2015.0,5752.16254167,2247.83745833,-0.600028935035,-0.390781283048
Skrine,Buster,CB,78.0,6250.0,NYJ,2015.0,2621.84155814,3628.15844186,-1.79531777323,-1.38382063195
Carpenter,James,G,80.0,4775.0,NYJ,2015.0,3002.76695833,1772.23304167,-0.779419814227,-0.590199994291
Purdum,Tanner,LS,54.0,905.0,NYJ,2015.0,961.877307692,-56.8773076923,0.323513788595,0.0591315620375
Ridley,Stevan,RB,76.0,1250.0,NYJ,2015.0,1192.46904651,57.5309534884,-0.0712477907079,-0.048245238446
Davis,Kellen,TE,74.0,950.0,NYJ,2015.0,1244.86241176,-294.862411765,0.313856479996,0.236863454931
Bowen,Stephen,DE,73.0,950.0,NYJ,2015.0,1170.99063415,-220.990634146,0.248903924138,0.188721094518
Colon,Willie,G,77.0,950.0,NYJ,2015.0,1868.58391892,-918.583918919,0.524639881076,0.491593612478
Lattimore,Jamari,ILB,72.0,825.0,NYJ,2015.0,1008.9325,-183.9325,0.323453343512,0.182304068905
Forsett,Justin,RB,87.0,3000.0,BAL,2015.0,3124.37081818,-124.370818182,0.0424511977064,0.039806676422
Arrington,Kyle,CB,77.0,2333.333,BAL,2015.0,2473.36095745,-140.027957447,0.0710431675841,0.0566144448206
Canty,Chris,DE,82.0,2325.0,BAL,2015.0,4046.16580769,-1721.16580769,0.640873527101,0.425381926865
Guy,Lawrence,DE,74.0,1150.0,BAL,2015.0,1454.517125,-304.517125,0.272530388046,0.209359601043
Schaub,Matt,QB,74.0,2000.0,BAL,2015.0,1923.559725,76.440275,-0.0585294567078,-0.0397389662543
Cox,Morgan,LS,48.0,825.0,BAL,2015.0,841.969727273,-16.9697272727,0.0796183978295,0.0201547950277
Vaughn,Cassius,CB,71.0,795.0,BAL,2015.0,995.364693548,-200.364693548,0.252305578122,0.201297770402
Carter,Chris,OLB,70.0,745.0,BAL,2015.0,969.051775,-224.051775,0.35926933307,0.231207228324
Boling,Clint,G,84.0,5200.0,CIN,2015.0,3376.90721053,1823.09278947,-0.754897112894,-0.539870560787
Johnson,Michael,DE,81.0,5000.0,CIN,2015.0,3735.87421429,1264.12578571,-0.523477952543,-0.338374825598
Hawk,A.J.,OLB,77.0,1625.0,CIN,2015.0,2394.8797907,-769.879790698,0.397330603702,0.321469074852
Peerman,Cedric,RB,72.0,1065.0,CIN,2015.0,876.386661017,188.613338983,-0.302222935313,-0.215217035326
Sims,Pat,DT,75.0,950.0,CIN,2015.0,1678.0777,-728.0777,0.531711490486,0.433876035657
Tate,Brandon,WR,72.0,825.0,CIN,2015.0,999.970273973,-174.970273973,0.251536763894,0.174975475298
Still,Devon,DT,73.0,740.0,CIN,2015.0,1390.79194872,-650.791948718,0.510575730469,0.467929045259
Williams,Tramon,CB,84.0,7000.0,CLE,2015.0,4262.72985714,2737.27014286,-0.827489239752,-0.642140185888
Bowe,Dwayne,WR,83.0,6250.0,CLE,2015.0,4558.69544444,1691.30455556,-0.543106315523,-0.371006261806
Starks,Randy,DE,79.0,3250.0,CLE,2015.0,2942.01410256,307.985897436,-0.147061332667,-0.104685391266
Williams,DeAngelo,RB,78.0,2000.0,PIT,2015.0,1522.97748276,477.022517241,-0.487013051279,-0.313217051888
Harrison,James,OLB,84.0,1375.0,PIT,2015.0,5217.84005882,-3842.84005882,1.37784569386,0.736480998938
Geathers,Clifton,DE,70.0,825.0,PIT,2015.0,961.273232558,-136.273232558,0.132223844485,0.141763265576
Heyward-Bey,Darrius,WR,69.0,825.0,PIT,2015.0,710.476126984,114.523873016,-0.37995965773,-0.161193133261
Todman,Jordan,RB,73.0,745.0,PIT,2015.0,904.7106,-159.7106,0.257017733838,0.176532252413
Hoyer,Brian,QB,73.0,5250.0,HOU,2015.0,1760.94219565,3489.05780435,-2.70501908762,-1.98135850964
Wilfork,Vince,DT,91.0,4500.0,HOU,2015.0,7985.177375,-3485.177375,0.805407741419,0.436455849548
Shorts,Cecil,WR,78.0,3000.0,HOU,2015.0,2078.67835,921.32165,-0.645996284313,-0.44322472979
Dent,Akeem,ILB,75.0,2250.0,HOU,2015.0,1712.8191,537.1809,-0.366050933557,-0.313623838034
Washington,Nate,WR,78.0,1000.0,HOU,2015.0,2078.67835,-1078.67835,0.756328917342,0.51892509007
Tarpinian,Jeff,OLB,68.0,795.0,HOU,2015.0,749.900428571,45.0995714286,-0.112887099324,-0.0601407463048
Polk,Chris,RB,74.0,760.0,HOU,2015.0,924.574694915,-164.574694915,0.256921351411,0.178000431788
White,Cody,C,68.0,585.0,HOU,2015.0,665.698266667,-80.6982666667,0.365083381546,0.12122348924
Johnson,Andre,WR,86.0,7000.0,IND,2015.0,5789.17579412,1210.82420588,-0.367682595676,-0.209153124545
Langford,Kendall,DE,80.0,4300.0,IND,2015.0,3253.97411429,1046.02588571,-0.497023252281,-0.321461034715
Cole,Trent,OLB,82.0,7000.0,IND,2015.0,3352.75992,3647.24008,-1.454475755,-1.08783216425
Gore,Frank,RB,83.0,4000.0,IND,2015.0,2478.25773684,1521.74226316,-0.863869738225,-0.614037127993
Irving,Nate,ILB,79.0,2416.667,IND,2015.0,2802.70864706,-386.041647059,0.174148585567,0.137738771907
Orakpo,Brian,OLB,87.0,7750.0,TEN,2015.0,5808.36869565,1941.63130435,-0.678587043639,-0.334281690107
Morgan,Derrick,OLB,87.0,6750.0,TEN,2015.0,5808.36869565,941.631304348,-0.329093789117,-0.162116310738
Cox,Perrish,CB,79.0,5000.0,TEN,2015.0,2941.7575,2058.2425,-0.899112121022,-0.699664231331
Douglas,Harry,WR,79.0,3750.0,TEN,2015.0,2417.244,1332.756,-0.726020285666,-0.551353524923
Fasano,Anthony,TE,77.0,2625.0,TEN,2015.0,1519.40811364,1105.59188636,-1.03815259351,-0.72764642787
Klug,Karl,DT,75.0,1850.0,TEN,2015.0,1678.0777,171.9223,-0.125553992906,-0.102451930563
Stingily,Byron,RT,74.0,1250.0,TEN,2015.0,1221.36666667,28.6333333333,-0.0359893515638,-0.0234436833056
Bell,Byron,RT,73.0,1500.0,TEN,2015.0,1185.38245455,314.617545455,-0.402425068984,-0.26541437681
Harris,Brandon,CB,73.0,745.0,TEN,2015.0,1206.5250678,-461.525067797,0.4185499785,0.382524226073
Burnett,Kaelin,OLB,70.0,660.0,TEN,2015.0,969.051775,-309.051775,0.495567710134,0.318921839857
Daniels,Owen,TE,80.0,4083.333,DEN,2015.0,2289.0048,1794.3282,-1.02598510637,-0.783890099313
Walker,Vance,DE,76.0,2000.0,DEN,2015.0,2177.53046512,-177.530465116,0.103080613752,0.0815283496421
Smith,Antonio,DE,77.0,2000.0,DEN,2015.0,2474.755075,-474.755075,0.27477015763,0.191839216655
Harris,Ryan,LT,76.0,920.0,DEN,2015.0,2266.96026667,-1346.96026667,0.738425192229,0.594170213952
Polumbus,Tyler,LT,73.0,870.0,DEN,2015.0,2607.0193125,-1737.0193125,0.973269644564,0.666285556141
Maclin,Jeremy,WR,88.0,11000.0,KC,2015.0,5892.85853846,5107.14146154,-1.38963065667,-0.866666224584
Fanaika,Paul,G,74.0,2050.0,KC,2015.0,1083.02333333,966.976666667,-1.22922720509,-0.892849338426
Avant,Jason,WR,75.0,950.0,KC,2015.0,1494.57104615,-544.571046154,0.478499413423,0.364366115318
Reid,Jah,RT,74.0,745.0,KC,2015.0,1221.36666667,-476.366666667,0.598747174852,0.39002756475
Hudson,Rodney,C,89.0,8900.0,OAK,2015.0,5840.7499,3059.2501,-1.07566990586,-0.5237769383
Williams,Dan,DT,88.0,6250.0,OAK,2015.0,4179.93172727,2070.06827273,-0.818599829003,-0.495239733037
Lofton,Curtis,ILB,79.0,6000.0,OAK,2015.0,2802.70864706,3197.29135294,-1.44234118521,-1.14078620205
Smith,Lee,TE,77.0,3116.667,OAK,2015.0,1519.40811364,1597.25888636,-1.49982871241,-1.05123756549
Smith,Aldon,OLB,89.0,8000.0,OAK,2015.0,6531.68119048,1468.31880952,-0.539450698752,-0.224799522007
Smith,Malcolm,ILB,77.0,3500.0,OAK,2015.0,2023.105,1476.895,-0.869998271329,-0.730014013114
Crabtree,Michael,WR,82.0,3200.0,OAK,2015.0,3487.69819355,-287.698193548,0.110371169146,0.0824894178288
Alexander,Lorenzo,OLB,76.0,870.0,OAK,2015.0,1820.43046512,-950.430465116,0.612647662577,0.522091056664
Franklin,Orlando,G,90.0,7300.0,SD,2015.0,2771.13507692,4528.86492308,-1.8938918986,-1.63429959109
Johnson,Stevie,WR,83.0,3500.0,SD,2015.0,4558.69544444,-1058.69544444,0.339964898814,0.232236493389
Robinson,Patrick,CB,79.0,2000.0,SD,2015.0,2941.7575,-941.7575,0.411392527029,0.320134307468
Unrein,Mitch,DT,75.0,950.0,SD,2015.0,1678.0777,-728.0777,0.531711490486,0.433876035657
Barksdale,Joe,RT,80.0,1095.0,SD,2015.0,1889.54208333,-794.542083333,0.460199771444,0.420494515757
Walton,J.D.,C,73.0,745.0,SD,2015.0,758.349727273,-13.3497272727,0.051209977759,0.0176036554015
Hairston,Chris,LT,74.0,685.0,SD,2015.0,2495.02552941,-1810.02552941,1.01206276769,0.725453711024
Hardy,Greg,DE,88.0,11311.6,DAL,2015.0,8533.1601875,2778.4398125,-0.85624711348,-0.325605022225
Gachkar,Andrew,OLB,75.0,2600.0,DAL,2015.0,1707.48166667,892.518333333,-0.638240709639,-0.522710346329
McClain,Rolando,ILB,86.0,3000.0,DAL,2015.0,4421.82727273,-1421.82727273,0.655312022373,0.321547447476
McFadden,Darren,RB,76.0,1500.0,DAL,2015.0,1192.46904651,307.530953488,-0.380854126027,-0.257894286135
Hayden,Nick,DT,71.0,825.0,DAL,2015.0,983.400666667,-158.400666667,0.131214827843,0.161074394228
Harris,Dwayne,WR,75.0,3500.0,NYG,2015.0,1494.57104615,2005.42895385,-1.76211457597,-1.34180904883
Vereen,Shane,RB,81.0,4116.667,NYG,2015.0,2400.6365,1716.0305,-1.07494930225,-0.714823131282
Thomas,J.T.,OLB,75.0,3333.333,NYG,2015.0,1707.48166667,1625.85133333,-1.1626478359,-0.952192556484
Casillas,Jonathan,OLB,76.0,2666.667,NYG,2015.0,1820.43046512,846.236534884,-0.545484234894,-0.464855181837
Jerry,John,G,77.0,1650.0,NYG,2015.0,1868.58391892,-218.583918919,0.124841986524,0.116978379566
Newhouse,Marshall,RT,71.0,1500.0,NYG,2015.0,1111.06775,388.93225,-0.491267030241,-0.350052685806
Herzlich,Mark,OLB,75.0,1300.0,NYG,2015.0,1707.48166667,-407.481666667,0.291390527662,0.238644826836
Brown,Chykie,CB,70.0,900.0,NYG,2015.0,874.044515625,25.955484375,-0.0358808375499,-0.0296958380391
Selvie,George,DE,74.0,1200.0,NYG,2015.0,1454.517125,-254.517125,0.227782430432,0.174983931523
Fells,Daniel,TE,76.0,950.0,NYG,2015.0,1408.968,-458.968,0.460914444231,0.325747639407
Brinkley,Jasper,ILB,81.0,745.0,NYG,2015.0,3296.85962963,-2551.85962963,0.99351025751,0.774027382511
Murray,DeMarco,RB,94.0,8000.0,PHI,2015.0,8796.69166667,-796.691666667,0.196765978372,0.0905671924009
Mathews,Ryan,RB,84.0,3666.667,PHI,2015.0,2745.4745,921.1925,-0.478921929769,-0.335531253341
Ajirotutu,Seyi,WR,69.0,825.0,PHI,2015.0,710.476126984,114.523873016,-0.37995965773,-0.161193133261
Biggers,E.J.,CB,71.0,745.0,PHI,2015.0,995.364693548,-250.364693548,0.315267164231,0.251530615031
Culliver,Chris,CB,85.0,8000.0,WAS,2015.0,4949.18521429,3050.81478571,-0.901846517981,-0.61642768529
Paea,Stephen,DE,83.0,5250.0,WAS,2015.0,4038.26895238,1211.73104762,-0.457849892435,-0.300061997333
Knighton,Terrance,DT,88.0,4450.0,WAS,2015.0,4179.93172727,270.068272727,-0.106797367404,-0.0646106899223
McCoy,Colt,QB,73.0,1500.0,WAS,2015.0,1760.94219565,-260.942195652,0.202304937202,0.148183282959
Hill,Michael,RB,68.0,550.0,WAS,2015.0,650.88025,-100.88025,0.462046362105,0.154990491723
Blackmon,Will,CB,72.0,870.0,WAS,2015.0,1062.64606667,-192.646066667,0.22611035486,0.181289022479
Galette,Junior,OLB,89.0,745.0,WAS,2015.0,6531.68119048,-5786.68119048,2.12598870995,0.885940544513
Powe,Jerrell,DT,71.0,745.0,WAS,2015.0,983.400666667,-238.400666667,0.197484664001,0.242424756
Rogers,Justin,CB,67.0,745.0,WAS,2015.0,676.69964,68.30036,-0.345169517418,-0.10093157431
McPhee,Pernell,OLB,87.0,7750.0,CHI,2015.0,5808.36869565,1941.63130435,-0.678587043639,-0.334281690107
Royal,Eddie,WR,81.0,5000.0,CHI,2015.0,3187.62716216,1812.37283784,-0.727717366685,-0.568564874635
McManis,Sherrick,CB,67.0,8250.0,CHI,2015.0,676.69964,7573.30036,-38.2731867083,-11.191524145
Ball,Alan,CB,79.0,3000.0,CHI,2015.0,2941.7575,58.2425,-0.0254423556547,-0.0197985387987
Montgomery,Will,C,84.0,950.0,CHI,2015.0,4760.90625,-3810.90625,1.3265746085,0.80045815857
Gafford,Thomas,LS,69.0,950.0,CHI,2015.0,990.0,-40.0,0.471404520791,0.040404040404
Porter,Tracy,CB,73.0,870.0,CHI,2015.0,1206.5250678,-336.525067797,0.305189402958,0.2789209083
Rosario,Dante,TE,72.0,870.0,CHI,2015.0,974.021674419,-104.021674419,0.148522013655,0.106796057162
Acho,Sam,OLB,73.0,825.0,CHI,2015.0,1376.32332558,-551.323325581,0.594574605828,0.400576895947
Ducasse,Vladimir,G,72.0,825.0,CHI,2015.0,955.646020408,-130.646020408,0.190247262908,0.136709636851
Rodgers,Jacquizz,RB,76.0,785.0,CHI,2015.0,1192.46904651,-407.469046512,0.504619992986,0.341701990256
Reynolds,LaRoy,ILB,73.0,585.0,CHI,2015.0,1282.5243125,-697.5243125,0.74710783682,0.543868296064
Devlin,Pat,QB,65.0,585.0,CHI,2015.0,618.5315,-33.5315,0.249654458544,0.0542114669989
Mathis,Rashean,CB,84.0,1750.0,DET,2015.0,4262.72985714,-2512.72985714,0.759609688,0.589464953528
Wilson,C.J.,DE,67.0,1675.0,DET,2015.0,826.4919,848.5081,-0.825076538432,-1.0266381316
Walker,Tyrunn,DT,79.0,1750.0,DET,2015.0,2376.04453846,-626.044538462,0.334829060933,0.263481819607
Moore,Lance,WR,73.0,1050.0,DET,2015.0,1202.85432,-152.85432,0.153946356026,0.127076336227
Wilson,Josh,CB,78.0,950.0,DET,2015.0,2621.84155814,-1671.84155814,0.827275575597,0.637659263943
Guion,Letroy,DE,74.0,2750.0,GB,2015.0,1454.517125,1295.482875,-1.15940425561,-0.890661823593
Raji,B.J.,DT,81.0,1750.0,GB,2015.0,3163.42204167,-1413.42204167,0.570743819777,0.446801603785
Hill,Shaun,QB,74.0,3250.0,MIN,2015.0,1923.559725,1326.440275,-1.01564036303,-0.689575820163
Newman,Terence,CB,81.0,2250.0,MIN,2015.0,3382.58458974,-1132.58458974,0.405609990714,0.334828164587
Berger,Joe,C,77.0,1077.5,MIN,2015.0,1799.376,-721.876,0.466803206139,0.401181298406
McDermott,Kevin,LS,58.0,630.0,MIN,2015.0,929.528,-299.528,1.20039271748,0.322236662048
Matthews,Casey,ILB,66.0,825.0,MIN,2015.0,629.167433333,195.832566667,-1.42963979981,-0.311256680323
Reed,Brooks,OLB,80.0,4400.0,ATL,2015.0,3273.29751724,1126.70248276,-0.438167072666,-0.3442102274
Durant,Justin,ILB,84.0,3600.0,ATL,2015.0,4348.41713333,-748.417133333,0.281954146769,0.172112543573
Tamme,Jacob,TE,77.0,1600.0,ATL,2015.0,1519.40811364,80.5918863636,-0.0756759133962,-0.0530416322253
Clayborn,Adrian,DE,78.0,3000.0,ATL,2015.0,2614.90434211,385.095657895,-0.20787282136,-0.147269501103
Chester,Chris,G,83.0,2800.0,ATL,2015.0,3940.39589474,-1140.39589474,0.506464162211,0.289411502093
Biermann,Kroy,OLB,77.0,1925.0,ATL,2015.0,2394.8797907,-469.879790698,0.242502301218,0.196201827133
Schofield,O'Brien,OLB,74.0,1700.0,ATL,2015.0,1604.6085814,95.3914186047,-0.0758246240063,-0.0594484036236
Hankerson,Leonard,WR,76.0,1000.0,ATL,2015.0,1720.09061818,-720.090618182,0.572936478202,0.418635280357
Moeaki,Tony,TE,74.0,745.0,ATL,2015.0,1244.86241176,-499.862411765,0.532061906771,0.401540288341
Adams,Phillip,CB,70.0,745.0,ATL,2015.0,874.044515625,-129.044515625,0.178391018829,0.147640667401
Tillman,Charles,CB,81.0,2000.0,CAR,2015.0,3382.58458974,-1382.58458974,0.495141932608,0.408736146299
Williams,Teddy,CB,60.0,900.0,CAR,2015.0,610.589727273,289.410272727,-2.89221623681,-0.473984837609
Velasco,Fernando,G,74.0,745.0,CAR,2015.0,1083.02333333,-338.023333333,0.429697521782,0.312110850182
Boykin,Jarrett,WR,72.0,700.0,CAR,2015.0,999.970273973,-299.970273973,0.431236405284,0.299979191162
Spiller,C.J.,RB,82.0,4000.0,NO,2015.0,2563.80533333,1436.19466667,-0.810960569369,-0.560180856165
Browner,Brandon,CB,82.0,5000.0,NO,2015.0,3607.01251429,1392.98748571,-0.472490418817,-0.38618870331
Humber,Ramon,OLB,67.0,1042.5,NO,2015.0,693.437410256,349.062589744,-1.1312080373,-0.503380095421
Williams,Kevin,DT,76.0,1500.0,NO,2015.0,1758.23041935,-258.230419355,0.208434052895,0.146869498168
Spencer,Anthony,OLB,76.0,950.0,NO,2015.0,1820.43046512,-870.430465116,0.561079647025,0.478145406702
Smith,Alex,TE,84.0,870.0,NO,2015.0,3676.99535294,-2806.99535294,1.07353098824,0.763393772227
Wilson,Kyle,CB,74.0,825.0,NO,2015.0,1411.58129825,-586.581298246,0.474880191283,0.415549071792
Harris,Bryce,RT,71.0,720.0,NO,2015.0,1111.06775,-391.06775,0.493964417108,0.351974710813
Carter,Bruce,ILB,78.0,4250.0,TB,2015.0,2177.05851282,2072.94148718,-1.10283318741,-0.952175366428
Cherilus,Gosder,RT,80.0,3500.0,TB,2015.0,1889.54208333,1610.45791667,-0.932779245702,-0.852300634567
Melton,Henry,DT,83.0,3750.0,TB,2015.0,3713.37994444,36.6200555556,-0.0135025974756,-0.00986165059957
Hawley,Joe,C,74.0,1664.063,TB,2015.0,781.8385,882.2245,-3.30306954127,-1.12839736084
Moore,Sterling,CB,78.0,1525.0,TB,2015.0,2621.84155814,-1096.84155814,0.542748938696,0.418347765804
McDaniel,Tony,DT,79.0,1500.0,TB,2015.0,2376.04453846,-876.044538462,0.468537223996,0.36869870252
Johnson,Leonard,CB,73.0,1000.0,TB,2015.0,1206.5250678,-206.525067797,0.187294404394,0.171173457816
Williams,Cary,CB,82.0,6000.0,SEA,2015.0,3607.01251429,2392.98748571,-0.811682567823,-0.663426443972
Gresham,Clint,LS,53.0,901.667,SEA,2015.0,954.826,-53.159,0.310062491489,0.0556740180933
Rubin,Ahtyba,DT,78.0,2600.0,SEA,2015.0,1980.59491176,619.405088235,-0.475017807432,-0.312736887566
Jackson,Tarvaris,QB,73.0,1500.0,SEA,2015.0,1760.94219565,-260.942195652,0.202304937202,0.148183282959
Jackson,Fred,RB,82.0,900.0,SEA,2015.0,2563.80533333,-1663.80533333,0.939483032319,0.648959307363
Dobbs,Demarcus,DE,73.0,825.0,SEA,2015.0,1170.99063415,-345.990634146,0.389692653206,0.295468318923
Smith,Torrey,WR,86.0,8000.0,SF,2015.0,5789.17579412,2210.82420588,-0.671345665748,-0.381889285195
Pears,Erik,RT,72.0,2850.0,SF,2015.0,1118.72245455,1731.27754545,-2.26884904786,-1.54754875834
Bush,Reggie,RB,80.0,2500.0,SF,2015.0,2094.75017391,405.249826087,-0.328532167459,-0.193459740991
Bellore,Nick,ILB,67.0,845.0,SF,2015.0,651.491,193.509,-1.07818972765,-0.297024824595
Cook,Chris,CB,79.0,1350.0,SF,2015.0,2941.7575,-1591.7575,0.695335200773,0.541090657541
Bishop,Desmond,OLB,76.0,870.0,SF,2015.0,1820.43046512,-950.430465116,0.612647662577,0.522091056664
Williams,Chris,G,77.0,3287.5,BUF,2014.0,1822.35364516,1465.14635484,-1.144538658,-0.803985745977
Orton,Kyle,QB,74.0,5500.0,BUF,2014.0,2159.54772727,3340.45227273,-1.15433766513,-1.54682956553
Chandler,Scott,TE,81.0,2375.0,BUF,2014.0,2555.96366667,-180.963666667,0.0918311835591,0.0708005630231
Rivers,Keith,OLB,79.0,2025.0,BUF,2014.0,2751.10607143,-726.106071429,0.37045298898,0.263932415754
Dixon,Anthony,RB,73.0,1200.0,BUF,2014.0,720.149647059,479.850352941,-1.93497571456,-0.666320333421
Spikes,Brandon,ILB,86.0,3000.0,BUF,2014.0,5011.12,-2011.12,0.738505591102,0.40133143888
Wynn,Jarius,OLB,72.0,795.0,BUF,2014.0,1149.85197222,-354.851972222,0.509480177514,0.308606656156
Albert,Branden,LT,88.0,9400.0,MIA,2014.0,7276.3918,2123.6082,-0.698437660363,-0.291849072778
Mitchell,Earl,DT,79.0,4000.0,MIA,2014.0,2466.53514286,1533.46485714,-0.969692420613,-0.621708091848
Finnegan,Cortland,CB,82.0,5500.0,MIA,2014.0,2512.3624375,2987.6375625,-1.82442616624,-1.1891745864
Starks,Randy,DE,89.0,5000.0,MIA,2014.0,6436.85766667,-1436.85766667,0.419801138541,0.223223464161
Smith,Shelley,G,79.0,2750.0,MIA,2014.0,2518.735,231.265,-0.157847820292,-0.0918179165335
Moreno,Knowshon,RB,87.0,3000.0,MIA,2014.0,2975.08386667,24.9161333333,-0.0147568980569,-0.00837493477495
Fox,Jason,RT,73.0,795.0,MIA,2014.0,1043.40672,-248.40672,0.395462733151,0.238072762269
Cone,Kevin,WR,65.0,570.0,MIA,2014.0,581.085285714,-11.0852857143,0.0837985216076,0.0190768652843
Edelman,Julian,WR,88.0,4250.0,NE,2014.0,5547.3673913,-1297.3673913,0.387791115233,0.233870825527
Browner,Brandon,CB,86.0,4116.667,NE,2014.0,4940.54425,-823.87725,0.277596144169,0.166758399138
Revis,Darrelle,CB,97.0,12000.0,NE,2014.0,13166.6666667,-1166.66666667,1.37281294597,0.0886075949367
LaFell,Brandon,WR,79.0,3000.0,NE,2014.0,2088.6175,911.3825,-0.644801116859,-0.43635682455
