Last Name,First Name,Position,Overall,Salary,Team,Year
Rolle,Antrel,S,81.0,3750.0,CHI,2015.0
Slauson,Matt,G,84.0,3200.0,CHI,2015.0
Young,Willie,OLB,72.0,3000.0,CHI,2015.0
Ball,Alan,CB,79.0,3000.0,CHI,2015.0
Fuller,Kyle,CB,78.0,2421.751,CHI,2015.0
Long,Kyle,G,88.0,2075.238,CHI,2015.0
McClellin,Shea,ILB,78.0,2065.85,CHI,2015.0
Mundy,Ryan,S,81.0,1500.0,CHI,2015.0
Goldman,Eddie,DT,70.0,1421.579,CHI,2015.0
Jeffery,Alshon,WR,90.0,1136.958,CHI,2015.0
Ferguson,Ego,DE,69.0,1028.301,CHI,2015.0
Montgomery,Will,C,84.0,950.0,CHI,2015.0
Porter,Tracy,CB,73.0,870.0,CHI,2015.0
Jenkins,Jarvis,DE,72.0,825.0,CHI,2015.0
Ducasse,Vladimir,G,72.0,825.0,CHI,2015.0
McManis,Sherrick,CB,67.0,825.0,CHI,2015.0
Grasu,Hroniss,C,69.0,814.73,CHI,2015.0
Rodgers,Jacquizz,RB,76.0,785.0,CHI,2015.0
Prosinski,Chris,S,69.0,745.0,CHI,2015.0
Acho,Sam,OLB,73.0,745.0,CHI,2015.0
Unrein,Mitch,DT,75.0,745.0,CHI,2015.0
Sutton,Will,DT,72.0,712.767,CHI,2015.0
Langford,Jeremy,RB,71.0,705.906,CHI,2015.0
Scruggs,Greg,DE,67.0,667.5,CHI,2015.0
Carey,Ka'Deem,RB,74.0,665.845,CHI,2015.0
Miller,Zach,TE,71.0,660.0,CHI,2015.0
Thompson,Deonte,WR,65.0,660.0,CHI,2015.0
Amos,Adrian,S,66.0,628.07,CHI,2015.0
Mariani,Marc,WR,69.0,615.0,CHI,2015.0
Fabuluje,Tayo,RT,61.0,602.841,CHI,2015.0
Reynolds,LaRoy,ILB,73.0,585.0,CHI,2015.0
Becton,Nick,LT,65.0,585.0,CHI,2015.0
Leno,Charles,LT,65.0,566.628,CHI,2015.0
Washington,Cornelius,DE,69.0,565.947,CHI,2015.0
Smith,D'Anthony,DT,67.0,555.0,CHI,2015.0
Fales,David,QB,66.0,555.0,CHI,2015.0
Gaston,Bruce,DE,63.0,555.0,CHI,2015.0
Wilson,Marquess,WR,73.0,551.787,CHI,2015.0
Barrow,Lamin,ILB,65.0,550.0,CHI,2015.0
Hurst,Demontre,S,68.0,550.0,CHI,2015.0
Jefferson,Anthony,S,67.0,526.667,CHI,2015.0
Jones,Christian,ILB,65.0,512.333,CHI,2015.0
Perry,Senorise,RB,64.0,510.0,CHI,2015.0
Omameh,Patrick,G,73.0,496.0,CHI,2015.0
Weaver,Jason,LT,68.0,480.0,CHI,2015.0
Callahan,Bryce,CB,66.0,480.0,CHI,2015.0
Stafford,Matthew,QB,84.0,17666.667,DET,2015.0
Johnson,Calvin,WR,95.0,16207.143,DET,2015.0
Ngata,Haloti,DT,92.0,12131.0,DET,2015.0
Levy,DeAndre,OLB,93.0,8439.683,DET,2015.0
Tate,Golden,WR,88.0,6200.0,DET,2015.0
Tulloch,Stephen,ILB,87.0,5100.0,DET,2015.0
Quin,Glover,S,90.0,4700.0,DET,2015.0
Ansah,Ezekiel,DE,88.0,4648.629,DET,2015.0
Pettigrew,Brandon,TE,77.0,4000.0,DET,2015.0
Jones,Jason,DE,80.0,3166.667,DET,2015.0
Bell,Joique,RB,80.0,3100.0,DET,2015.0
Ebron,Eric,TE,75.0,3062.287,DET,2015.0
Tomlinson,Laken,G,74.0,2137.561,DET,2015.0
Reiff,Riley,LT,82.0,1998.425,DET,2015.0
Mathis,Rashean,CB,84.0,1750.0,DET,2015.0
Walker,Tyrunn,DT,79.0,1750.0,DET,2015.0
Wilson,C.J.,DE,74.0,1675.0,DET,2015.0
Ihedigbo,James,S,85.0,1575.0,DET,2015.0
Abdul-Quddus,Isa,S,71.0,1500.0,DET,2015.0
Slay,Darius,CB,84.0,1322.326,DET,2015.0
VanNoy,Kyle,OLB,72.0,1275.524,DET,2015.0
Moore,Lance,WR,73.0,1050.0,DET,2015.0
Muhlbach,Don,LS,59.0,1050.0,DET,2015.0
Orlovsky,Dan,QB,70.0,1050.0,DET,2015.0
Carey,Don,S,73.0,1045.0,DET,2015.0
Abdullah,Ameer,RB,74.0,1039.032,DET,2015.0
Tapp,Darryl,DE,72.0,950.0,DET,2015.0
Wilson,Josh,CB,78.0,950.0,DET,2015.0
Bynes,Josh,OLB,75.0,905.0,DET,2015.0
Warford,Larry,G,87.0,768.75,DET,2015.0
Carter,Alex,CB,68.0,764.687,DET,2015.0
Butler,Crezdon,CB,65.0,745.0,DET,2015.0
Swanson,Travis,C,73.0,739.243,DET,2015.0
Thornton,Khyri,DT,68.0,713.563,DET,2015.0
Wright,Gabe,DT,65.0,700.289,DET,2015.0
Cudjo,Jermelle,DT,70.0,660.0,DET,2015.0
Lawson,Nevin,CB,72.0,630.146,DET,2015.0
Taylor,Devin,DE,72.0,615.146,DET,2015.0
Reid,Caraun,DT,68.0,602.22,DET,2015.0
Diggs,Quandre,CB,65.0,598.838,DET,2015.0
Robinson,Corey,LT,63.0,584.477,DET,2015.0
Jones,TJ,WR,67.0,581.55,DET,2015.0
Whitehead,Tahir,OLB,82.0,578.0,DET,2015.0
Riddick,Theo,RB,75.0,562.75,DET,2015.0
Ikard,Gabe,C,67.0,555.0,DET,2015.0
Ola,Michael,G,74.0,555.0,DET,2015.0
Lewis,Travis,ILB,65.0,539.793,DET,2015.0
Zenner,Zach,RB,67.0,526.667,DET,2015.0
Lucas,Cornelius,RT,65.0,516.667,DET,2015.0
Wright,Tim,TE,74.0,498.333,DET,2015.0
Keyton,Darren,C,64.0,480.0,DET,2015.0
Thompson,Jordan,TE,67.0,480.0,DET,2015.0
Winn,George,RB,69.0,465.0,DET,2015.0
Fuller,Corey,WR,72.0,465.0,DET,2015.0
Cave,Braxston,C,66.0,435.0,DET,2015.0
Rodgers,Aaron,QB,99.0,22000.0,GB,2015.0
Matthews,Clay,ILB,90.0,13200.0,GB,2015.0
Daniels,Mike,DE,89.0,10250.0,GB,2015.0
Cobb,Randall,WR,91.0,10000.0,GB,2015.0
Nelson,Jordy,WR,93.0,9762.5,GB,2015.0
Shields,Sam,CB,82.0,9750.0,GB,2015.0
Peppers,Julius,OLB,88.0,8666.667,GB,2015.0
Bulaga,Bryan,RT,87.0,6750.0,GB,2015.0
Sitton,Josh,G,97.0,6750.0,GB,2015.0
Burnett,Morgan,S,86.0,6187.5,GB,2015.0
Lang,T.J.,G,92.0,5200.0,GB,2015.0
Guion,Letroy,DE,74.0,2750.0,GB,2015.0
Richardson,Sean,S,73.0,2550.0,GB,2015.0
Clinton-Dix,HaHa,S,81.0,2084.625,GB,2015.0
Randall,Damarious,S,72.0,1978.934,GB,2015.0
Jones,Datone,DE,74.0,1929.147,GB,2015.0
Perry,Nick,OLB,79.0,1874.813,GB,2015.0
Raji,B.J.,DT,81.0,1750.0,GB,2015.0
Starks,James,RB,78.0,1625.0,GB,2015.0
Barclay,Don,RT,75.0,1542.0,GB,2015.0
Quarless,Andrew,TE,77.0,1500.0,GB,2015.0
Tolzien,Scott,QB,71.0,1350.0,GB,2015.0
Adams,Davante,WR,79.0,983.351,GB,2015.0
Rollins,Quinten,CB,67.0,935.642,GB,2015.0
Goode,Brett,LS,62.0,905.0,GB,2015.0
Lacy,Eddie,RB,90.0,848.103,GB,2015.0
Hayward,Casey,CB,85.0,827.478,GB,2015.0
Montgomery,Ty,WR,69.0,737.199,GB,2015.0
Rodgers,Richard,TE,74.0,690.254,GB,2015.0
Ryan,Jake,ILB,65.0,684.17,GB,2015.0
Bakhtiari,David,LT,79.0,653.85,GB,2015.0
Tretter,J.C.,C,73.0,643.977,GB,2015.0
Hundley,Brett,QB,70.0,625.908,GB,2015.0
Linsley,Corey,C,86.0,601.25,GB,2015.0
Backman,Kennard,TE,64.0,592.622,GB,2015.0
Banjo,Chris,S,69.0,585.0,GB,2015.0
Hyde,Micah,S,79.0,584.527,GB,2015.0
Goodson,Demetri,CB,71.0,580.788,GB,2015.0
Boyd,Josh,DT,76.0,576.14,GB,2015.0
Janis,Jeff,WR,71.0,567.848,GB,2015.0
Palmer,Nate,ILB,66.0,564.724,GB,2015.0
Barrington,Sam,ILB,74.0,552.25,GB,2015.0
Gunter,LaDarius,CB,63.0,526.667,GB,2015.0
Abbrederis,Jared,WR,69.0,525.0,GB,2015.0
Elliot,Jayrone,OLB,68.0,511.667,GB,2015.0
Pennel,Mike,DE,69.0,511.167,GB,2015.0
Perillo,Justin,TE,64.0,510.0,GB,2015.0
Taylor,Lane,G,66.0,497.333,GB,2015.0
Mulumba,Andy,OLB,68.0,496.667,GB,2015.0
Crockett,John,RB,68.0,480.0,GB,2015.0
Peterson,Adrian,RB,95.0,14000.0,MIN,2015.0
Wallace,Mike,WR,86.0,12000.0,MIN,2015.0
Griffen,Everson,DE,89.0,8500.0,MIN,2015.0
Rudolph,Kyle,TE,81.0,7300.0,MIN,2015.0
Greenway,Chad,OLB,80.0,6300.0,MIN,2015.0
Joseph,Linval,DT,84.0,6250.0,MIN,2015.0
Robison,Brian,DE,82.0,5600.0,MIN,2015.0
Sullivan,John,C,87.0,5566.667,MIN,2015.0
Kalil,Matt,LT,73.0,4942.65,MIN,2015.0
Fusco,Brandon,G,82.0,4850.0,MIN,2015.0
Munnerlyn,Captain,CB,81.0,3750.0,MIN,2015.0
Wright,Jarius,WR,76.0,3700.0,MIN,2015.0
Hill,Shaun,QB,74.0,3250.0,MIN,2015.0
Waynes,Trae,CB,75.0,3236.092,MIN,2015.0
Barr,Anthony,OLB,85.0,3185.875,MIN,2015.0
Johnson,Tom,DT,79.0,2333.333,MIN,2015.0
Newman,Terence,CB,81.0,2250.0,MIN,2015.0
Floyd,Sharrif,DT,87.0,2019.05,MIN,2015.0
Rhodes,Xavier,CB,86.0,1951.626,MIN,2015.0
Patterson,Cordarrelle,WR,73.0,1805.262,MIN,2015.0
Smith,Harrison,S,93.0,1784.637,MIN,2015.0
Bridgewater,Teddy,QB,82.0,1712.376,MIN,2015.0
Kendricks,Eric,ILB,72.0,1288.98,MIN,2015.0
Sherels,Marcus,CB,69.0,1100.0,MIN,2015.0
Berger,Joe,C,77.0,1077.5,MIN,2015.0
Sendejo,Andrew,S,75.0,1000.0,MIN,2015.0
Trusnik,Jason,ILB,72.0,870.0,MIN,2015.0
Matthews,Casey,ILB,66.0,825.0,MIN,2015.0
Asiata,Matt,RB,72.0,800.0,MIN,2015.0
Crichton,Scott,DE,72.0,755.125,MIN,2015.0
Robinson,Josh,CB,78.0,753.75,MIN,2015.0
Ellis,Kenrick,DT,75.0,745.0,MIN,2015.0
Hunter,Danielle,DE,65.0,742.43,MIN,2015.0
Clemmings,T.J.,RT,71.0,701.239,MIN,2015.0
McKinnon,Jerick,RB,76.0,691.25,MIN,2015.0
Trattou,Justin,DE,67.0,660.0,MIN,2015.0
McDermott,Kevin,LS,58.0,630.0,MIN,2015.0
Pruitt,MyCole,TE,66.0,627.647,MIN,2015.0
Diggs,Stefon,WR,71.0,626.928,MIN,2015.0
Ellison,Rhett,TE,74.0,600.146,MIN,2015.0
Moore,Zach,DE,69.0,600.0,MIN,2015.0
Shepherd,Austin,RT,62.0,587.424,MIN,2015.0
Robinson,Edmond,OLB,59.0,587.079,MIN,2015.0
Exum,Antone,S,71.0,583.947,MIN,2015.0
Blanton,Robert,S,86.0,577.763,MIN,2015.0
Stephen,Shamar,DT,70.0,571.287,MIN,2015.0
Price,Jabari,CB,66.0,570.455,MIN,2015.0
Cole,Audie,ILB,71.0,570.0,MIN,2015.0
Watts,Brandon,OLB,61.0,555.0,MIN,2015.0
Johnson,Charles,WR,78.0,510.0,MIN,2015.0
Thielen,Adam,WR,71.0,465.0,MIN,2015.0
Ryan,Matt,QB,90.0,20750.0,ATL,2015.0
Jones,Julio,WR,94.0,14251.209,ATL,2015.0
Levitre,Andy,G,82.0,7800.0,ATL,2015.0
Soliai,Paul,DT,80.0,6400.0,ATL,2015.0
White,Roddy,WR,84.0,6000.0,ATL,2015.0
Moore,William,S,80.0,6000.0,ATL,2015.0
Jackson,Tyson,DE,77.0,5000.0,ATL,2015.0
Reed,Brooks,OLB,80.0,4400.0,ATL,2015.0
Matthews,Jake,LT,75.0,4107.375,ATL,2015.0
Beasley,Vic,DE,77.0,3623.807,ATL,2015.0
Durant,Justin,ILB,84.0,3600.0,ATL,2015.0
Hester,Devin,WR,74.0,3000.0,ATL,2015.0
Clayborn,Adrian,DE,78.0,3000.0,ATL,2015.0
Babineaux,Jonathan,DT,83.0,3000.0,ATL,2015.0
Chester,Chris,G,83.0,2800.0,ATL,2015.0
Trufant,Desmond,CB,90.0,2041.509,ATL,2015.0
Biermann,Kroy,DE,77.0,1925.0,ATL,2015.0
Schofield,O'Brien,OLB,74.0,1700.0,ATL,2015.0
Tamme,Jacob,TE,77.0,1600.0,ATL,2015.0
Collins,Jalen,CB,71.0,1356.959,ATL,2015.0
Hageman,Ra'Shede,DT,73.0,1333.961,ATL,2015.0
Weems,Eric,WR,72.0,1140.0,ATL,2015.0
Godfrey,Charles,S,76.0,870.0,ATL,2015.0
Wheeler,Philip,OLB,76.0,870.0,ATL,2015.0
Alford,Robert,CB,75.0,850.35,ATL,2015.0
Coleman,Tevin,RB,74.0,804.843,ATL,2015.0
Adams,Phillip,CB,70.0,745.0,ATL,2015.0
Moeaki,Tony,TE,74.0,745.0,ATL,2015.0
Harris,Bryce,RT,71.0,720.0,ATL,2015.0
Hardy,Justin,WR,71.0,705.205,ATL,2015.0
Freeman,Devonta,RB,75.0,676.106,ATL,2015.0
Gradkowski,Gino,C,70.0,646.106,ATL,2015.0
Goodman,Malliciah,DE,69.0,639.272,ATL,2015.0
Jarrett,Grady,DT,67.0,631.963,ATL,2015.0
Toilolo,Levine,TE,75.0,615.146,ATL,2015.0
Stupar,Nathan,OLB,66.0,585.0,ATL,2015.0
Starr,Tyler,OLB,63.0,555.0,ATL,2015.0
Renfree,Sean,QB,70.0,551.474,ATL,2015.0
Ishmael,Kemal,S,79.0,551.474,ATL,2015.0
Williams,Nick,WR,61.0,550.0,ATL,2015.0
Garland,Ben,G,69.0,550.0,ATL,2015.0
Stone,James,C,67.0,511.333,ATL,2015.0
Worrilow,Paul,ILB,77.0,495.667,ATL,2015.0
Schraeder,Ryan,RT,80.0,495.667,ATL,2015.0
King,Akeem,S,62.0,480.0,ATL,2015.0
Allen,Ricardo,S,68.0,465.0,ATL,2015.0
Newton,Cam,QB,90.0,20760.0,CAR,2015.0
Johnson,Charles,DE,89.0,12666.667,CAR,2015.0
Kuechly,Luke,ILB,96.0,12360.313,CAR,2015.0
Davis,Thomas,OLB,90.0,9000.0,CAR,2015.0
Kalil,Ryan,C,87.0,8186.0,CAR,2015.0
Allen,Jared,DE,79.0,8000.0,CAR,2015.0
Olsen,Greg,TE,92.0,7500.0,CAR,2015.0
Stewart,Jonathan,RB,84.0,7300.0,CAR,2015.0
Oher,Michael,LT,72.0,3500.0,CAR,2015.0
Lotulelei,Star,DT,87.0,2401.125,CAR,2015.0
Anderson,Derek,QB,72.0,2350.0,CAR,2015.0
Thompson,Shaq,OLB,72.0,2202.181,CAR,2015.0
Harper,Roman,S,79.0,2125.0,CAR,2015.0
GinnJr.,Ted,WR,75.0,2100.0,CAR,2015.0
Dickson,Ed,TE,76.0,2033.333,CAR,2015.0
Edwards,Dwan,DT,75.0,2000.0,CAR,2015.0
Tillman,Charles,CB,81.0,2000.0,CAR,2015.0
Benjamin,Kelvin,WR,86.0,1916.063,CAR,2015.0
Cotchery,Jerricho,WR,76.0,1603.0,CAR,2015.0
Chandler,Nate,LT,76.0,1516.667,CAR,2015.0
Coleman,Kurt,S,79.0,1400.0,CAR,2015.0
Funchess,Devin,WR,72.0,1380.222,CAR,2015.0
Addison,Mario,DE,77.0,1280.0,CAR,2015.0
Silatolu,Amini,G,74.0,1234.276,CAR,2015.0
Short,Kawann,DT,83.0,1157.584,CAR,2015.0
Jones,Colin,S,72.0,927.5,CAR,2015.0
Jansen,J.J.,LS,51.0,901.25,CAR,2015.0
Williams,Teddy,CB,60.0,900.0,CAR,2015.0
Ealy,Kony,DE,72.0,886.707,CAR,2015.0
Webb,Joe,QB,66.0,825.0,CAR,2015.0
Scott,Chris,G,72.0,825.0,CAR,2015.0
McClain,Robert,CB,71.0,752.5,CAR,2015.0
Green,Tyronne,G,71.0,745.0,CAR,2015.0
Velasco,Fernando,G,74.0,745.0,CAR,2015.0
Love,Kyle,DT,73.0,737.5,CAR,2015.0
Williams,Daryl,RT,70.0,709.28,CAR,2015.0
Turner,Trai,G,83.0,697.794,CAR,2015.0
Whittaker,Fozzy,RB,68.0,680.0,CAR,2015.0
Norwood,Kevin,WR,71.0,660.027,CAR,2015.0
Boston,Tre,S,81.0,656.367,CAR,2015.0
Alexander,Frank,DE,69.0,642.563,CAR,2015.0
Mayo,David,ILB,65.0,611.564,CAR,2015.0
Artis-Payne,Cameron,RB,69.0,611.564,CAR,2015.0
Benwikere,Bene,CB,81.0,604.75,CAR,2015.0
Bersin,Brenton,WR,67.0,600.0,CAR,2015.0
Hill,Stephen,WR,66.0,594.5,CAR,2015.0
Klein,A.J.,ILB,74.0,587.825,CAR,2015.0
Jacobs,Ben,ILB,64.0,585.0,CAR,2015.0
Norman,Josh,CB,84.0,574.75,CAR,2015.0
Marlowe,Dean,S,62.0,530.0,CAR,2015.0
Remmers,Mike,RT,77.0,525.0,CAR,2015.0
Brown,Corey,WR,73.0,515.0,CAR,2015.0
Norwell,Andrew,G,79.0,514.0,CAR,2015.0
Brees,Drew,QB,95.0,20000.0,NO,2015.0
Jordan,Cameron,DE,87.0,11000.0,NO,2015.0
Byrd,Jairus,S,91.0,9000.0,NO,2015.0
Colston,Marques,WR,86.0,7260.0,NO,2015.0
Unger,Max,C,90.0,6458.75,NO,2015.0
Evans,Jahri,G,78.0,6001.0,NO,2015.0
Lewis,Keenan,CB,80.0,5110.0,NO,2015.0
Ellerbe,Dannell,OLB,75.0,5066.667,NO,2015.0
Browner,Brandon,CB,82.0,5000.0,NO,2015.0
Spiller,C.J.,RB,82.0,4000.0,NO,2015.0
Strief,Zach,RT,85.0,4000.0,NO,2015.0
Ingram,Mark,RB,83.0,4000.0,NO,2015.0
Hawthorne,David,ILB,77.0,3800.0,NO,2015.0
Peat,Andrus,G,75.0,2848.374,NO,2015.0
Vaccaro,Kenny,S,77.0,2356.178,NO,2015.0
Cooks,Brandin,WR,82.0,2095.863,NO,2015.0
Anthony,Stephone,ILB,71.0,1932.929,NO,2015.0
Bush,Rafael,S,79.0,1900.0,NO,2015.0
Watson,Benjamin,TE,78.0,1650.0,NO,2015.0
Williams,Kevin,DT,76.0,1500.0,NO,2015.0
Kikaha,Hau'oli,OLB,66.0,1316.578,NO,2015.0
Hoomanawanui,Michael,TE,77.0,1200.0,NO,2015.0
McCown,Luke,QB,72.0,1050.0,NO,2015.0
Humber,Ramon,OLB,67.0,1042.5,NO,2015.0
Spencer,Anthony,OLB,76.0,950.0,NO,2015.0
McGlynn,Mike,G,73.0,870.0,NO,2015.0
Flynn,Matt,QB,73.0,870.0,NO,2015.0
Grayson,Garrett,QB,71.0,850.151,NO,2015.0
Drescher,Justin,LS,49.0,846.25,NO,2015.0
Wilson,Kyle,CB,74.0,825.0,NO,2015.0
Sanford,Jamarca,S,78.0,825.0,NO,2015.0
Williams,P.J.,CB,69.0,765.405,NO,2015.0
Hightower,Tim,RB,72.0,745.0,NO,2015.0
Armstead,Terron,LT,81.0,716.859,NO,2015.0
Jenkins,John,DT,75.0,698.14,NO,2015.0
Cadet,Travaris,RB,71.0,660.0,NO,2015.0
Hunter,Kendall,RB,74.0,660.0,NO,2015.0
Tull,Davis,DE,62.0,625.433,NO,2015.0
Davison,Tyeler,DE,64.0,624.306,NO,2015.0
Swann,Damian,CB,63.0,616.808,NO,2015.0
Sunseri,Vinnie,S,69.0,599.125,NO,2015.0
Gwacham,Obum,DE,57.0,592.622,NO,2015.0
Murphy,Marcus,RB,65.0,587.322,NO,2015.0
Kelemete,Senio,G,71.0,585.0,NO,2015.0
Seymour,Ryan,G,62.0,585.0,NO,2015.0
Mauti,Michael,OLB,66.0,555.682,NO,2015.0
Edebali,Kasim,OLB,66.0,512.0,NO,2015.0
Dixon,Brian,CB,67.0,511.667,NO,2015.0
Jones,Seantavius,WR,63.0,510.0,NO,2015.0
Coleman,Brandon,WR,63.0,510.0,NO,2015.0
Hill,Josh,TE,78.0,496.667,NO,2015.0
Lelito,Tim,G,77.0,496.667,NO,2015.0
Robinson,Khiry,RB,74.0,495.333,NO,2015.0
Allen,Rashaun,TE,63.0,480.0,NO,2015.0
Virgil,Lawrence,DE,63.0,465.0,NO,2015.0
McCoy,Gerald,DT,95.0,15866.667,TB,2015.0
Jackson,Vincent,WR,86.0,11111.111,TB,2015.0
David,Lavonte,OLB,91.0,10050.0,TB,2015.0
Mankins,Logan,G,86.0,8500.0,TB,2015.0
Verner,Alterraun,CB,87.0,6437.5,TB,2015.0
Winston,Jameis,QB,81.0,6337.819,TB,2015.0
Carter,Bruce,ILB,78.0,4250.0,TB,2015.0
Melton,Henry,DT,83.0,3750.0,TB,2015.0
Evans,Mike,WR,87.0,3657.876,TB,2015.0
Smith,Evan,C,79.0,3562.5,TB,2015.0
Cherilus,Gosder,RT,80.0,3500.0,TB,2015.0
McDonald,Clinton,DT,79.0,3000.0,TB,2015.0
Johnson,George,DE,75.0,2333.333,TB,2015.0
Myers,Brandon,TE,74.0,2125.0,TB,2015.0
Martin,Doug,RB,78.0,1696.954,TB,2015.0
Hawley,Joe,C,74.0,1664.063,TB,2015.0
Stocker,Luke,TE,74.0,1600.0,TB,2015.0
Murphy,Louis,WR,74.0,1554.167,TB,2015.0
Rainey,Bobby,RB,75.0,1542.0,TB,2015.0
Moore,Sterling,CB,78.0,1525.0,TB,2015.0
Smith,Donovan,LT,67.0,1517.215,TB,2015.0
McDaniel,Tony,DT,79.0,1500.0,TB,2015.0
Dotson,Demar,RT,80.0,1500.0,TB,2015.0
Wright,Major,S,78.0,1500.0,TB,2015.0
Seferian-Jenkins,Austin,TE,76.0,1313.73,TB,2015.0
Banks,Johnthan,CB,77.0,1181.58,TB,2015.0
Marpet,Ali,G,70.0,943.397,TB,2015.0
English,Larry,OLB,72.0,925.0,TB,2015.0
Jenkins,Mike,CB,75.0,825.0,TB,2015.0
Glennon,Mike,QB,73.0,776.016,TB,2015.0
Sims,Charles,RB,72.0,768.33,TB,2015.0
Alexander,Kwon,ILB,63.0,689.581,TB,2015.0
Spence,Akeem,DT,73.0,661.106,TB,2015.0
Lansanah,Danny,ILB,79.0,660.0,TB,2015.0
Gholston,William,DE,73.0,640.136,TB,2015.0
James,Mike,RB,72.0,630.0,TB,2015.0
Bell,Kenny,WR,66.0,621.209,TB,2015.0
Pamphile,Kevin,G,75.0,604.625,TB,2015.0
McDougald,Bradley,S,74.0,585.0,TB,2015.0
Eubanks,Darius,S,62.0,570.0,TB,2015.0
Tandy,Keith,S,73.0,555.15,TB,2015.0
Glanton,Adarius,OLB,64.0,555.0,TB,2015.0
Griffin,Ryan,QB,65.0,550.0,TB,2015.0
Shepard,Russell,WR,67.0,497.5,TB,2015.0
Spencer,Evan,WR,60.0,480.0,TB,2015.0
Brown,Kourtnei,DE,62.0,480.0,TB,2015.0
Smith,Jacquies,DE,75.0,465.0,TB,2015.0
DePaola,Andrew,LS,61.0,465.0,TB,2015.0
Fatinikun,T.J.,DE,71.0,465.0,TB,2015.0
George,Jeremiah,OLB,67.0,465.0,TB,2015.0
Palmer,Carson,QB,83.0,16500.0,AZ,2015.0
Peterson,Patrick,CB,89.0,14010.0,AZ,2015.0
Campbell,Calais,DE,95.0,11000.0,AZ,2015.0
Fitzgerald,Larry,WR,87.0,11000.0,AZ,2015.0
Iupati,Mike,G,88.0,8000.0,AZ,2015.0
Washington,Daryl,ILB,84.0,8000.0,AZ,2015.0
Veldheer,Jared,LT,90.0,7000.0,AZ,2015.0
Bethel,Justin,CB,72.0,5000.0,AZ,2015.0
Weatherspoon,Sean,ILB,76.0,3850.0,AZ,2015.0
Cooper,Jonathan,G,77.0,3637.251,AZ,2015.0
Powers,Jerraud,CB,80.0,3500.0,AZ,2015.0
Peters,Corey,DT,80.0,3050.0,AZ,2015.0
Redding,Cory,DE,80.0,3000.0,AZ,2015.0
Stanton,Drew,QB,73.0,2733.333,AZ,2015.0
Floyd,Michael,WR,86.0,2492.875,AZ,2015.0
Humphries,D.J.,RT,74.0,2228.028,AZ,2015.0
Rucker,Frostee,DT,82.0,2159.375,AZ,2015.0
Bucannon,Deone,ILB,77.0,1927.301,AZ,2015.0
Larsen,Ted,G,76.0,1300.0,AZ,2015.0
Johnson,Rashad,S,77.0,1200.0,AZ,2015.0
Minter,Kevin,ILB,78.0,1097.572,AZ,2015.0
Leach,Mike,LS,70.0,1050.0,AZ,2015.0
Niklas,Troy,TE,72.0,1005.825,AZ,2015.0
Golden,Markus,OLB,64.0,979.583,AZ,2015.0
Babin,Jason,DE,79.0,970.0,AZ,2015.0
Woodley,LaMarr,OLB,77.0,950.0,AZ,2015.0
Shipley,A.Q.,C,77.0,785.0,AZ,2015.0
Mathieu,Tyrann,CB,83.0,763.125,AZ,2015.0
Sowell,Bradley,LT,74.0,760.0,AZ,2015.0
Clemons,Chris,S,78.0,737.5,AZ,2015.0
Johnson,David,RB,70.0,729.843,AZ,2015.0
Martin,Kareem,OLB,74.0,710.89,AZ,2015.0
Brown,John,WR,79.0,699.725,AZ,2015.0
Gunter,Rodney,DE,59.0,697.479,AZ,2015.0
Barkley,Matt,QB,69.0,684.882,AZ,2015.0
White,Corey,CB,71.0,660.0,AZ,2015.0
Okafor,Alex,OLB,73.0,658.607,AZ,2015.0
Watford,Earl,RT,74.0,648.716,AZ,2015.0
Massie,Bobby,RT,79.0,635.845,AZ,2015.0
Riddick,Shaquille,OLB,61.0,622.958,AZ,2015.0
Nelson,J.J.,WR,60.0,622.45,AZ,2015.0
Stinson,Ed,DE,66.0,601.685,AZ,2015.0
Taylor,Stepfan,RB,72.0,590.125,AZ,2015.0
Swearinger,D.J.,S,74.0,585.0,AZ,2015.0
Christian,Gerald,TE,65.0,583.196,AZ,2015.0
Ellington,Andre,RB,77.0,565.966,AZ,2015.0
Williams,Kerwynn,RB,72.0,555.0,AZ,2015.0
Demens,Kenny,ILB,68.0,540.0,AZ,2015.0
Golden,Brittan,WR,64.0,535.0,AZ,2015.0
Mauro,Josh,DE,60.0,510.0,AZ,2015.0
Jefferson,Tony,S,77.0,498.367,AZ,2015.0
Brown,Jaron,WR,74.0,498.0,AZ,2015.0
Fells,Darren,TE,73.0,465.0,AZ,2015.0
Momah,Ifeanyi,TE,65.0,435.0,AZ,2015.0
Wilson,Russell,QB,89.0,21900.0,SEA,2015.0
Sherman,Richard,CB,97.0,14000.0,SEA,2015.0
Lynch,Marshawn,RB,96.0,12000.0,SEA,2015.0
Wagner,Bobby,ILB,92.0,10750.0,SEA,2015.0
Graham,Jimmy,TE,95.0,10000.0,SEA,2015.0
Thomas,Earl,S,95.0,10000.0,SEA,2015.0
Okung,Russell,LT,85.0,8083.333,SEA,2015.0
Avril,Cliff,DE,87.0,7125.0,SEA,2015.0
Bennett,Michael,DE,95.0,7125.0,SEA,2015.0
Chancellor,Kam,S,94.0,7000.502,SEA,2015.0
Wright,K.J.,OLB,86.0,6750.0,SEA,2015.0
Mebane,Brandon,DT,86.0,5000.0,SEA,2015.0
Baldwin,Doug,WR,84.0,4333.333,SEA,2015.0
Rubin,Ahtyba,DT,78.0,2600.0,SEA,2015.0
