Last Name,First Name,Position,Overall,Salary,Team,Year
Burton,Stephen,WR,66.0,521.475,JAX,2013.0
Reisner,Allen,TE,70.0,510.0,JAX,2013.0
Todman,Jordan,RB,66.0,510.0,JAX,2013.0
Thomas,J.T.,OLB,64.0,495.629,JAX,2013.0
Brewster,Mike,C,66.0,483.333,JAX,2013.0
Noble,Danny,TE,63.0,480.0,JAX,2013.0
Miller,Jordan,DT,68.0,480.0,JAX,2013.0
Bradfield,Cameron,RT,75.0,466.667,JAX,2013.0
Deaderick,Brandon,DT,73.0,457.575,JAX,2013.0
Davis,Ryan,DE,64.0,450.0,JAX,2013.0
Stupar,Nathan,ILB,60.0,450.0,JAX,2013.0
Pasztor,Austin,RT,63.0,435.0,JAX,2013.0
Taylor,Kerry,WR,58.0,397.5,JAX,2013.0
Johnson,Chris,RB,87.0,13493.75,TEN,2013.0
Levitre,Andy,G,96.0,7800.0,TEN,2013.0
McCourty,Jason,CB,88.0,7173.333,TEN,2013.0
Roos,Michael,LT,91.0,7166.667,TEN,2013.0
Griffin,Michael,S,78.0,7000.0,TEN,2013.0
Wimbley,Kamerion,OLB,82.0,7000.0,TEN,2013.0
Stewart,David,RT,90.0,5269.0,TEN,2013.0
Washington,Nate,WR,78.0,4466.667,TEN,2013.0
Walker,Delanie,TE,83.0,4375.0,TEN,2013.0
Greene,Shonn,RB,79.0,3333.333,TEN,2013.0
Fitzpatrick,Ryan,QB,76.0,3250.0,TEN,2013.0
Locker,Jake,QB,77.0,3146.501,TEN,2013.0
Morgan,Derrick,OLB,88.0,3079.002,TEN,2013.0
Warmack,Chance,G,84.0,3041.663,TEN,2013.0
Wright,Kendall,WR,78.0,2054.613,TEN,2013.0
Pollard,Bernard,S,85.0,2000.0,TEN,2013.0
Wilson,George,S,85.0,2000.0,TEN,2013.0
Britt,Kenny,WR,83.0,1830.002,TEN,2013.0
Otto,Michael,LT,70.0,1600.0,TEN,2013.0
Turner,Robert,C,73.0,1500.0,TEN,2013.0
Fokou,Moise,ILB,73.0,1400.0,TEN,2013.0
Hunter,Justin,WR,71.0,1356.037,TEN,2013.0
Ayers,Akeem,OLB,79.0,1231.629,TEN,2013.0
Bailey,Patrick,OLB,67.0,1100.0,TEN,2013.0
Walter,Kevin,WR,74.0,1005.0,TEN,2013.0
Pitoitua,Ropati,DE,76.0,1000.0,TEN,2013.0
Spencer,Chris,G,75.0,905.0,TEN,2013.0
Washington,Leon,RB,75.0,840.0,TEN,2013.0
Johnson,Antonio,DT,73.0,800.0,TEN,2013.0
Verner,Alterraun,CB,83.0,790.035,TEN,2013.0
Wreh-Wilson,Blidi,CB,73.0,734.331,TEN,2013.0
Casey,Jurrell,DE,88.0,683.109,TEN,2013.0
Martin,Mike,DE,82.0,681.89,TEN,2013.0
Gooden,Zaviar,ILB,65.0,670.254,TEN,2013.0
Schwenke,Brian,C,71.0,656.065,TEN,2013.0
Williams,Damian,WR,72.0,652.5,TEN,2013.0
Sensabaugh,Coty,CB,71.0,633.023,TEN,2013.0
Matthews,Kevin,C,66.0,630.0,TEN,2013.0
Smith,Rusty,QB,65.0,630.0,TEN,2013.0
McCarthy,Colin,ILB,74.0,623.85,TEN,2013.0
Edwards,Lavar,DE,68.0,589.625,TEN,2013.0
Thompson,Taylor,TE,71.0,574.5,TEN,2013.0
Preston,Michael,WR,61.0,570.0,TEN,2013.0
Klug,Karl,DT,77.0,558.613,TEN,2013.0
Stingily,Byron,RT,69.0,537.625,TEN,2013.0
Campbell,Tommie,CB,70.0,521.474,TEN,2013.0
Mariani,Marc,WR,69.0,499.85,TEN,2013.0
Pellerin,Micah,CB,51.0,495.0,TEN,2013.0
Wilson,Tyler,QB,69.0,495.0,TEN,2013.0
Brinkley,Beau,LS,53.0,486.667,TEN,2013.0
Wooten,Khalid,CB,68.0,483.75,TEN,2013.0
Manning,Peyton,QB,97.0,19200.0,DEN,2013.0
Bailey,Champ,CB,93.0,10625.0,DEN,2013.0
Clady,Ryan,LT,94.0,10500.0,DEN,2013.0
Welker,Wes,WR,93.0,6000.0,DEN,2013.0
Vasquez,Louis,G,89.0,5875.0,DEN,2013.0
Miller,Von,OLB,97.0,5250.095,DEN,2013.0
Rodgers-Cromartie,Dominique,CB,79.0,5000.0,DEN,2013.0
Kuper,Chris,G,81.0,4668.667,DEN,2013.0
Moreno,Knowshon,RB,76.0,3415.0,DEN,2013.0
Dreessen,Joel,TE,83.0,2833.333,DEN,2013.0
Thomas,Demaryius,WR,90.0,2830.1,DEN,2013.0
Tamme,Jacob,TE,80.0,2708.333,DEN,2013.0
Ayers,Robert,DE,81.0,2600.0,DEN,2013.0
Vickerson,Kevin,DT,78.0,2500.0,DEN,2013.0
Woodyard,Wesley,ILB,80.0,2500.0,DEN,2013.0
Knighton,Terrance,DT,80.0,2250.0,DEN,2013.0
Adams,Mike,S,78.0,2000.0,DEN,2013.0
Williams,Sylvester,DT,76.0,1895.438,DEN,2013.0
Bruton,David,S,71.0,1500.0,DEN,2013.0
Clark,Chris,RT,64.0,1323.0,DEN,2013.0
Wolfe,Derek,DE,74.0,1301.7,DEN,2013.0
Bradley,Stewart,ILB,72.0,1200.0,DEN,2013.0
Moore,Rahim,S,82.0,1112.032,DEN,2013.0
Jammer,Quentin,S,79.0,1100.0,DEN,2013.0
Franklin,Orlando,G,86.0,1089.0,DEN,2013.0
Beadles,Zane,G,81.0,1080.25,DEN,2013.0
Phillips,Shaun,DE,79.0,1000.0,DEN,2013.0
Caldwell,Andre,WR,74.0,900.0,DEN,2013.0
Osweiler,Brock,QB,73.0,879.17,DEN,2013.0
Ball,Montee,RB,75.0,866.082,DEN,2013.0
Huff,Michael,S,83.0,840.0,DEN,2013.0
Decker,Eric,WR,87.0,828.788,DEN,2013.0
Hillman,Ronnie,RB,72.0,750.208,DEN,2013.0
Carter,Tony,CB,74.0,715.0,DEN,2013.0
Webster,Kayvon,CB,69.0,686.45,DEN,2013.0
Irving,Nate,ILB,66.0,683.75,DEN,2013.0
Bolden,Omar,CB,71.0,643.607,DEN,2013.0
Carter,Quinton,S,72.0,623.75,DEN,2013.0
Fua,Sione,DT,73.0,600.0,DEN,2013.0
Smith,Quanterus,DE,68.0,588.0,DEN,2013.0
Jackson,Malik,DE,65.0,578.403,DEN,2013.0
Unrein,Mitch,DT,66.0,555.0,DEN,2013.0
Dysert,Zac,QB,68.0,552.05,DEN,2013.0
Trevathan,Danny,OLB,68.0,551.018,DEN,2013.0
Green,Virgil,TE,71.0,526.236,DEN,2013.0
Marshall,Brandon,OLB,65.0,525.0,DEN,2013.0
Johnson,Steven,ILB,60.0,484.0,DEN,2013.0
Brewer,Aaron,LS,39.0,481.333,DEN,2013.0
Ihenacho,Duke,S,61.0,480.0,DEN,2013.0
Harris,Chris,CB,82.0,465.667,DEN,2013.0
Holliday,Trindon,KR,67.0,435.0,DEN,2013.0
Thomas,Julius,TE,65.0,420.75,DEN,2013.0
Painter,Vinston,RT,64.0,405.0,DEN,2013.0
Hali,Tamba,OLB,89.0,11500.0,KC,2013.0
Bowe,Dwayne,WR,88.0,11200.0,KC,2013.0
Jackson,Tyson,DT,75.0,10985.0,KC,2013.0
Albert,Branden,LT,89.0,9828.0,KC,2013.0
Smith,Alex,QB,87.0,9258.333,KC,2013.0
Berry,Eric,S,88.0,8340.717,KC,2013.0
Flowers,Brandon,CB,94.0,8225.0,KC,2013.0
Fisher,Eric,LT,84.0,5547.625,KC,2013.0
Johnson,Derrick,ILB,93.0,5530.0,KC,2013.0
Smith,Sean,CB,82.0,5500.0,KC,2013.0
Charles,Jamaal,RB,94.0,4661.667,KC,2013.0
Robinson,Dunta,CB,82.0,4583.333,KC,2013.0
DeVito,Mike,DE,80.0,4200.0,KC,2013.0
Fasano,Anthony,TE,80.0,4000.0,KC,2013.0
Daniel,Chase,QB,75.0,3333.333,KC,2013.0
Avery,Donnie,WR,76.0,2850.0,KC,2013.0
Poe,Dontari,DT,78.0,2830.002,KC,2013.0
Jenkins,A.J.,WR,71.0,1736.883,KC,2013.0
McCluster,Dexter,RB,74.0,1325.0,KC,2013.0
Allen,Jeff,RT,69.0,1160.956,KC,2013.0
Asamoah,Jon,G,88.0,886.28,KC,2013.0
Hudson,Rodney,C,76.0,876.525,KC,2013.0
Kelce,Travis,TE,73.0,781.576,KC,2013.0
Jordan,Akeem,ILB,71.0,735.0,KC,2013.0
Gafford,Thomas,LS,69.0,725.0,KC,2013.0
Abdullah,Husain,S,78.0,715.0,KC,2013.0
Lewis,Kendrick,S,79.0,709.975,KC,2013.0
Stephenson,Donald,RT,72.0,703.125,KC,2013.0
Schwartz,Geoff,G,77.0,700.0,KC,2013.0
Houston,Justin,OLB,91.0,696.562,KC,2013.0
Davis,Knile,RB,66.0,685.254,KC,2013.0
Johnson,Nico,ILB,65.0,667.75,KC,2013.0
Bailey,Allen,DE,70.0,667.736,KC,2013.0
Zombo,Frank,OLB,70.0,640.0,KC,2013.0
Howard,Jaye,DE,66.0,633.716,KC,2013.0
Johnson,James-Michael,ILB,67.0,628.977,KC,2013.0
Commings,Sanders,S,70.0,600.128,KC,2013.0
Parker,Ron,S,62.0,600.0,KC,2013.0
Kush,Eric,C,62.0,577.529,KC,2013.0
Gray,Cyrus,RB,66.0,558.168,KC,2013.0
Gordon,Richard,TE,73.0,555.0,KC,2013.0
Hall,Chad,WR,65.0,555.0,KC,2013.0
Powe,Jerrell,DT,70.0,555.0,KC,2013.0
Watkins,Rokevious,G,67.0,525.0,KC,2013.0
Henry,Ricky,G,66.0,510.0,KC,2013.0
Bray,Tyler,QB,64.0,498.333,KC,2013.0
Moses,Dezman,OLB,65.0,481.167,KC,2013.0
Johnson,Rishaw,G,66.0,480.0,KC,2013.0
McGrath,Sean,TE,61.0,468.75,KC,2013.0
Williams,Kyle,WR,72.0,467.338,KC,2013.0
Hemingway,Junior,WR,62.0,455.0,KC,2013.0
McFadden,Darren,RB,87.0,7007.292,OAK,2013.0
Branch,Tyvon,S,89.0,6650.0,OAK,2013.0
Brisiel,Mike,G,79.0,4000.0,OAK,2013.0
Roach,Nick,ILB,78.0,3250.0,OAK,2013.0
Burnett,Kevin,OLB,83.0,2625.0,OAK,2013.0
Hayden,D.J.,CB,78.0,2580.925,OAK,2013.0
Maiava,Kaluka,ILB,75.0,2000.0,OAK,2013.0
Walker,Vance,DT,81.0,2000.0,OAK,2013.0
Woodson,Charles,S,85.0,1800.0,OAK,2013.0
Sims,Pat,DT,77.0,1750.0,OAK,2013.0
Jenkins,Mike,CB,77.0,1500.0,OAK,2013.0
Porter,Tracy,CB,78.0,1500.0,OAK,2013.0
Watson,Menelik,RT,72.0,1198.713,OAK,2013.0
Houston,Lamarr,DE,89.0,1120.0,OAK,2013.0
Condo,Jon,LS,44.0,1066.667,OAK,2013.0
Wisniewski,Stefen,C,85.0,1033.851,OAK,2013.0
Hunter,Jason,DE,74.0,1000.0,OAK,2013.0
Young,Usama,S,78.0,985.0,OAK,2013.0
Barnes,Khalif,RT,76.0,915.0,OAK,2013.0
Veldheer,Jared,LT,90.0,882.0,OAK,2013.0
Pashos,Tony,RT,73.0,840.0,OAK,2013.0
Ford,Jacoby,WR,74.0,787.211,OAK,2013.0
Adams,Phillip,CB,73.0,775.0,OAK,2013.0
Moore,Sio,ILB,71.0,763.708,OAK,2013.0
Pryor,Terrelle,QB,70.0,686.517,OAK,2013.0
Bergstrom,Tony,G,71.0,651.504,OAK,2013.0
Jennings,Rashad,RB,73.0,630.0,OAK,2013.0
Mastrud,Jeron,TE,67.0,630.0,OAK,2013.0
Jones,Taiwan,CB,68.0,611.25,OAK,2013.0
Burris,Miles,ILB,70.0,600.146,OAK,2013.0
Holmes,Andre,WR,66.0,600.0,OAK,2013.0
Crawford,Jack,DE,64.0,570.621,OAK,2013.0
Kasa,Nick,TE,67.0,570.15,OAK,2013.0
Murray,Latavius,RB,67.0,566.55,OAK,2013.0
Rivera,Mychal,TE,68.0,566.213,OAK,2013.0
Criner,Juron,WR,69.0,561.14,OAK,2013.0
McGee,Stacy,DT,63.0,559.67,OAK,2013.0
Moore,Denarius,WR,82.0,557.513,OAK,2013.0
Butler,Brice,WR,59.0,556.875,OAK,2013.0
Ausberry,David,TE,71.0,521.475,OAK,2013.0
Chekwa,Chimdi,CB,68.0,510.0,OAK,2013.0
Nix,Lucas,G,64.0,484.167,OAK,2013.0
Streater,Rod,WR,73.0,483.333,OAK,2013.0
Burnett,Kaelin,OLB,61.0,480.0,OAK,2013.0
Stewart,Jeremy,RB,68.0,480.0,OAK,2013.0
Ross,Brandian,S,66.0,480.0,OAK,2013.0
Lumpkin,Ricky,DT,60.0,465.0,OAK,2013.0
McFadden,Marshall,ILB,58.0,450.0,OAK,2013.0
Rivers,Philip,QB,84.0,15300.0,SD,2013.0
Weddle,Eric,S,96.0,8000.0,SD,2013.0
Gates,Antonio,TE,87.0,7235.0,SD,2013.0
Cox,Derek,CB,84.0,5000.0,SD,2013.0
Clary,Jeromey,G,73.0,5000.0,SD,2013.0
Johnson,Jarret,OLB,82.0,4750.0,SD,2013.0
Mathews,Ryan,RB,82.0,4730.0,SD,2013.0
Royal,Eddie,WR,74.0,4500.0,SD,2013.0
Hardwick,Nick,C,78.0,4416.667,SD,2013.0
Freeney,Dwight,OLB,88.0,4375.0,SD,2013.0
Floyd,Malcom,WR,81.0,3850.0,SD,2013.0
Fluker,D.J.,RT,78.0,2850.625,SD,2013.0
English,Larry,OLB,77.0,2710.0,SD,2013.0
Ingram,Melvin,OLB,77.0,2099.559,SD,2013.0
Liuget,Corey,DE,84.0,2078.936,SD,2013.0
Lissemore,Sean,DT,76.0,2000.0,SD,2013.0
Dunlap,King,LT,78.0,1850.0,SD,2013.0
Phillips,John,TE,76.0,1758.333,SD,2013.0
Woodhead,Danny,RB,82.0,1750.0,SD,2013.0
Whitehurst,Charlie,QB,73.0,1525.0,SD,2013.0
Alexander,Danario,WR,82.0,1323.0,SD,2013.0
Te'o,Manti,ILB,74.0,1293.105,SD,2013.0
Rinehart,Chad,G,76.0,1250.0,SD,2013.0
Brown,Ronnie,RB,78.0,1050.0,SD,2013.0
Reyes,Kendall,DE,80.0,1031.998,SD,2013.0
Gilchrist,Marcus,S,72.0,988.9,SD,2013.0
Marshall,Richard,CB,79.0,855.0,SD,2013.0
Windt,Mike,LS,49.0,841.25,SD,2013.0
Butler,Donald,ILB,85.0,836.625,SD,2013.0
Mouton,Jonas,ILB,69.0,802.376,SD,2013.0
Walker,Reggie,ILB,70.0,730.0,SD,2013.0
Hawkins,Lavelle,WR,71.0,715.0,SD,2013.0
Thomas,Cam,DE,76.0,706.075,SD,2013.0
Allen,Keenan,WR,74.0,703.45,SD,2013.0
Taylor,Brandon,S,70.0,691.594,SD,2013.0
Patrick,Johnny,CB,70.0,681.845,SD,2013.0
Ohrnberger,Rich,C,70.0,675.0,SD,2013.0
Brown,Vincent,WR,74.0,656.517,SD,2013.0
Wright,Shareece,CB,75.0,646.035,SD,2013.0
Green,Ladarius,TE,68.0,637.725,SD,2013.0
Stuckey,Darrell,S,74.0,611.5,SD,2013.0
Smith,Willie,LT,60.0,600.0,SD,2013.0
Butler,Crezdon,CB,67.0,600.0,SD,2013.0
Keiser,Thomas,OLB,66.0,600.0,SD,2013.0
Williams,Steve,CB,69.0,588.2,SD,2013.0
Troutman,Johnnie,G,64.0,572.938,SD,2013.0
Williams,Tourek,OLB,63.0,567.515,SD,2013.0
Sorensen,Brad,QB,64.0,554.85,SD,2013.0
Guy,Lawrence,DE,63.0,525.0,SD,2013.0
Gachkar,Andrew,ILB,64.0,521.475,SD,2013.0
Bird,Bront,ILB,62.0,510.0,SD,2013.0
Geathers,Kwame,DT,61.0,496.0,SD,2013.0
Harris,Mike,LT,57.0,481.167,SD,2013.0
Wiggins,Kenny,LT,56.0,450.0,SD,2013.0
Romo,Tony,QB,88.0,18000.0,DAL,2013.0
Ware,DeMarcus,DE,94.0,11142.857,DAL,2013.0
Spencer,Anthony,DE,89.0,10627.2,DAL,2013.0
Carr,Brandon,CB,88.0,10020.0,DAL,2013.0
Austin,Miles,WR,84.0,7728.571,DAL,2013.0
Witten,Jason,TE,96.0,7400.0,DAL,2013.0
Claiborne,Morris,CB,82.0,4066.126,DAL,2013.0
Orton,Kyle,QB,77.0,3500.0,DAL,2013.0
Free,Doug,RT,77.0,3500.0,DAL,2013.0
Smith,Tyron,LT,87.0,3124.025,DAL,2013.0
Scandrick,Orlando,CB,76.0,3000.0,DAL,2013.0
Bernadeau,Mackenzy,G,76.0,2875.0,DAL,2013.0
Bryant,Dez,WR,92.0,2362.1,DAL,2013.0
Church,Barry,S,75.0,2206.75,DAL,2013.0
Hatcher,Jason,DE,87.0,2000.0,DAL,2013.0
Frederick,Travis,C,73.0,1717.507,DAL,2013.0
Parnell,Jermey,RT,76.0,1354.363,DAL,2013.0
Costa,Phil,C,74.0,1350.0,DAL,2013.0
Carter,Bruce,OLB,81.0,1213.65,DAL,2013.0
Durant,Justin,OLB,81.0,1200.0,DAL,2013.0
Ladouceur,L.P.,LS,52.0,1100.0,DAL,2013.0
Escobar,Gavin,TE,72.0,1052.623,DAL,2013.0
Cook,Ryan,C,72.0,1050.0,DAL,2013.0
Lee,Sean,ILB,90.0,872.5,DAL,2013.0
Sims,Ernie,OLB,71.0,840.0,DAL,2013.0
Jones,Edgar,OLB,65.0,815.0,DAL,2013.0
Murray,DeMarco,RB,84.0,743.36,DAL,2013.0
McCray,Danny,S,66.0,730.0,DAL,2013.0
Williams,Terrance,WR,67.0,724.243,DAL,2013.0
Wynn,Jarius,DE,73.0,715.0,DAL,2013.0
Wilcox,J.J.,S,68.0,702.767,DAL,2013.0
Crawford,Tyrone,DE,72.0,685.063,DAL,2013.0
Hayden,Nick,DT,67.0,680.0,DAL,2013.0
Irvin,Corvey,DT,67.0,680.0,DAL,2013.0
Webb,B.W.,CB,68.0,650.845,DAL,2013.0
Kearse,Frank,DT,73.0,648.333,DAL,2013.0
Wilber,Kyle,OLB,71.0,634.805,DAL,2013.0
Johnson,Matt,S,71.0,600.146,DAL,2013.0
Wilson,Martez,OLB,70.0,600.0,DAL,2013.0
Moore,Sterling,CB,68.0,600.0,DAL,2013.0
Randle,Joseph,RB,69.0,587.205,DAL,2013.0
Holloman,DeVonte,OLB,64.0,566.055,DAL,2013.0
Hanna,James,TE,72.0,551.213,DAL,2013.0
Harris,Dwayne,WR,71.0,545.015,DAL,2013.0
Lemon,Orie,ILB,57.0,525.0,DAL,2013.0
Bass,Ben,DT,61.0,485.747,DAL,2013.0
Dunbar,Lance,RB,65.0,480.5,DAL,2013.0
Beasley,Cole,WR,65.0,480.5,DAL,2013.0
Weems,Darrion,LT,60.0,480.0,DAL,2013.0
Tanner,Phillip,RB,69.0,465.5,DAL,2013.0
Jones,Chris,P,66.0,465.0,DAL,2013.0
Manning,Eli,QB,91.0,16250.0,NYG,2013.0
Beason,Jon,ILB,88.0,8821.592,NYG,2013.0
Cruz,Victor,WR,90.0,8600.0,NYG,2013.0
Rolle,Antrel,S,83.0,7420.0,NYG,2013.0
Snee,Chris,G,90.0,7083.333,NYG,2013.0
Tuck,Justin,DE,87.0,6200.0,NYG,2013.0
Kiwanuka,Mathias,DE,83.0,5916.667,NYG,2013.0
Baas,David,C,78.0,5500.0,NYG,2013.0
Webster,Corey,CB,81.0,4000.0,NYG,2013.0
Beason,Jon,ILB,88.0,3250.0,NYG,2013.0
Pierre-Paul,Jason,DE,94.0,3216.8,NYG,2013.0
Jenkins,Cullen,DT,83.0,2666.667,NYG,2013.0
Myers,Brandon,TE,81.0,2250.0,NYG,2013.0
Nicks,Hakeem,WR,89.0,2215.0,NYG,2013.0
Pugh,Justin,RT,77.0,2086.475,NYG,2013.0
Amukamara,Prince,CB,80.0,2045.225,NYG,2013.0
Brown,Stevie,S,83.0,2023.0,NYG,2013.0
Brown,Andre,RB,76.0,2023.0,NYG,2013.0
Wilson,David,RB,78.0,1671.126,NYG,2013.0
DeOssie,Zak,LS,50.0,1150.0,NYG,2013.0
Joseph,Linval,DT,84.0,1077.625,NYG,2013.0
Rogers,Shaun,DT,75.0,1055.0,NYG,2013.0
Hankins,Johnathan,DT,70.0,1007.672,NYG,2013.0
Diehl,David,RT,75.0,1000.0,NYG,2013.0
Boothe,Kevin,G,82.0,905.0,NYG,2013.0
Pascoe,Bear,TE,73.0,900.0,NYG,2013.0
Patterson,Mike,DT,75.0,880.0,NYG,2013.0
Randle,Rueben,WR,76.0,822.983,NYG,2013.0
Rivers,Keith,OLB,77.0,800.0,NYG,2013.0
Mundy,Ryan,S,74.0,780.0,NYG,2013.0
Murphy,Louis,WR,73.0,780.0,NYG,2013.0
Ross,Aaron,CB,76.0,780.0,NYG,2013.0
Moore,Damontre,DE,69.0,700.063,NYG,2013.0
Thomas,Terrell,CB,77.0,700.0,NYG,2013.0
Jernigan,Jerrel,WR,66.0,672.563,NYG,2013.0
Hosley,Jayron,CB,72.0,659.375,NYG,2013.0
Nassib,Ryan,QB,72.0,653.4,NYG,2013.0
McBride,Trumaine,CB,70.0,630.0,NYG,2013.0
Robinson,Adrien,TE,69.0,621.413,NYG,2013.0
Brewer,James,G,76.0,619.273,NYG,2013.0
Mosley,Brandon,G,67.0,600.146,NYG,2013.0
Taylor,Cooper,S,68.0,586.813,NYG,2013.0
Cordle,Jim,C,66.0,555.0,NYG,2013.0
Bradford,Allen,ILB,56.0,543.75,NYG,2013.0
Kuhn,Markus,DT,64.0,536.474,NYG,2013.0
Williams,Jacquian,OLB,76.0,529.67,NYG,2013.0
Adams,Kris,WR,64.0,525.0,NYG,2013.0
Dowtin,Marcus,OLB,52.0,525.0,NYG,2013.0
Scott,Da'Rel,RB,69.0,523.988,NYG,2013.0
Reynolds,Dallas,G,68.0,480.0,NYG,2013.0
Hill,Will,S,67.0,480.0,NYG,2013.0
Herzlich,Mark,OLB,66.0,470.0,NYG,2013.0
Paysinger,Spencer,OLB,66.0,466.0,NYG,2013.0
Peters,Jason,LT,88.0,12862.5,PHI,2013.0
Cole,Trent,OLB,84.0,12131.25,PHI,2013.0
Jackson,DeSean,WR,85.0,9700.0,PHI,2013.0
McCoy,LeSean,RB,93.0,9000.0,PHI,2013.0
Ryans,DeMeco,ILB,85.0,7800.0,PHI,2013.0
Vick,Michael,QB,81.0,7500.0,PHI,2013.0
Herremans,Todd,RT,87.0,6000.0,PHI,2013.0
Barwin,Connor,OLB,83.0,6000.0,PHI,2013.0
Williams,Cary,CB,83.0,5666.667,PHI,2013.0
Mathis,Evan,G,98.0,5100.0,PHI,2013.0
Johnson,Lane,RT,79.0,4963.276,PHI,2013.0
Celek,Brent,TE,85.0,4875.0,PHI,2013.0
Graham,Brandon,OLB,76.0,3381.6,PHI,2013.0
Chung,Patrick,S,82.0,3333.333,PHI,2013.0
Avant,Jason,WR,79.0,2950.0,PHI,2013.0
Maclin,Jeremy,WR,83.0,2875.0,PHI,2013.0
Fletcher,Bradley,CB,82.0,2625.0,PHI,2013.0
Cox,Fletcher,DE,79.0,2560.3,PHI,2013.0
Smith,Brad,WR,73.0,1350.0,PHI,2013.0
Ertz,Zach,TE,75.0,1344.8,PHI,2013.0
Allen,Nate,S,69.0,1283.25,PHI,2013.0
Kendricks,Mychal,ILB,72.0,1111.111,PHI,2013.0
Dorenbos,Jon,LS,45.0,1062.5,PHI,2013.0
Anderson,Colt,S,70.0,1000.0,PHI,2013.0
Curry,Vinny,DE,70.0,845.458,PHI,2013.0
Benn,Arrelious,WR,73.0,830.0,PHI,2013.0
Logan,Bennie,DT,69.0,758.108,PHI,2013.0
Phillips,Jason,ILB,70.0,730.0,PHI,2013.0
Barbre,Allen,RT,69.0,727.5,PHI,2013.0
Foles,Nick,QB,75.0,692.13,PHI,2013.0
Barkley,Matt,QB,73.0,684.882,PHI,2013.0
Boykin,Brandon,CB,72.0,626.367,PHI,2013.0
Matthews,Casey,ILB,62.0,619.966,PHI,2013.0
Coleman,Kurt,S,70.0,613.342,PHI,2013.0
Marsh,Curtis,CB,67.0,600.0,PHI,2013.0
Wolff,Earl,S,71.0,593.0,PHI,2013.0
Geathers,Clifton,DE,66.0,585.0,PHI,2013.0
Goode,Najee,ILB,59.0,576.725,PHI,2013.0
Kelly,Dennis,G,70.0,572.2,PHI,2013.0
Kruger,Joe,DE,66.0,555.933,PHI,2013.0
Brown,Bryce,RB,77.0,537.72,PHI,2013.0
Kelce,Jason,C,79.0,534.358,PHI,2013.0
Cooper,Riley,WR,70.0,527.87,PHI,2013.0
Vandervelde,Julian,C,64.0,525.0,PHI,2013.0
Maehl,Jeff,WR,62.0,525.0,PHI,2013.0
Johnson,Damaris,WR,67.0,485.0,PHI,2013.0
Polk,Chris,RB,67.0,483.333,PHI,2013.0
Thornton,Cedric,DE,71.0,467.5,PHI,2013.0
Hunt,Phillip,OLB,65.0,463.333,PHI,2013.0
Williams,Trent,LT,89.0,10000.0,WAS,2013.0
Garcon,Pierre,WR,87.0,8500.0,WAS,2013.0
Cofield,Barry,DT,83.0,6000.0,WAS,2013.0
Morgan,Josh,WR,79.0,5750.0,WAS,2013.0
Bowen,Stephen,DE,81.0,5500.0,WAS,2013.0
Fletcher,London,ILB,82.0,5375.0,WAS,2013.0
GriffinIII,Robert,QB,89.0,5279.775,WAS,2013.0
Carriker,Adam,DE,78.0,5000.0,WAS,2013.0
Moss,Santana,WR,81.0,5000.0,WAS,2013.0
Wilson,Josh,CB,83.0,4500.0,WAS,2013.0
Chester,Chris,G,88.0,4000.0,WAS,2013.0
Orakpo,Brian,OLB,90.0,3559.0,WAS,2013.0
Lichtensteiger,Kory,C,80.0,3500.0,WAS,2013.0
Meriweather,Brandon,S,78.0,3000.0,WAS,2013.0
Montgomery,Will,C,90.0,3000.0,WAS,2013.0
Davis,Fred,TE,86.0,2500.0,WAS,2013.0
Kerrigan,Ryan,OLB,87.0,2180.074,WAS,2013.0
Biggers,E.J.,CB,74.0,1500.0,WAS,2013.0
Doughty,Reed,S,74.0,1375.0,WAS,2013.0
Paulsen,Logan,TE,75.0,1333.333,WAS,2013.0
Baker,Chris,DT,74.0,1323.0,WAS,2013.0
Hall,DeAngelo,CB,81.0,1250.0,WAS,2013.0
Jenkins,Jarvis,DE,79.0,1195.67,WAS,2013.0
Golston,Kedric,DE,72.0,1100.0,WAS,2013.0
Polumbus,Tyler,RT,74.0,1000.0,WAS,2013.0
Sundberg,Nick,LS,57.0,1000.0,WAS,2013.0
Amerson,David,CB,69.0,962.726,WAS,2013.0
Grossman,Rex,QB,72.0,960.0,WAS,2013.0
Tapp,Darryl,OLB,69.0,865.0,WAS,2013.0
Walton,J.D.,C,79.0,857.875,WAS,2013.0
Riley,Perry,ILB,78.0,790.75,WAS,2013.0
Kehl,Bryan,ILB,66.0,740.0,WAS,2013.0
Jackson,Rob,OLB,77.0,715.0,WAS,2013.0
LeRibeus,Josh,G,69.0,714.081,WAS,2013.0
Reed,Jordan,TE,69.0,690.0,WAS,2013.0
Hankerson,Leonard,WR,73.0,680.344,WAS,2013.0
Thomas,Phillip,S,72.0,646.301,WAS,2013.0
Cousins,Kirk,QB,75.0,643.172,WAS,2013.0
Robinson,Keenan,ILB,60.0,630.027,WAS,2013.0
Helu,Roy,RB,74.0,627.563,WAS,2013.0
Thompson,Chris,RB,66.0,586.25,WAS,2013.0
Jenkins,Brandon,OLB,64.0,582.215,WAS,2013.0
Gettis,Adam,G,65.0,575.493,WAS,2013.0
Robinson,Adrian,OLB,60.0,570.0,WAS,2013.0
Rambo,Bacarri,S,71.0,565.418,WAS,2013.0
Morris,Alfred,RB,89.0,555.775,WAS,2013.0
Paul,Niles,TE,70.0,555.413,WAS,2013.0
Hull,Josh,ILB,66.0,555.0,WAS,2013.0
