Last Name,First Name,Position,Average Salary,Team
Smith,Shaun,DT,2416667,TEN
Griffin,Michael,S,2300000,TEN
Britt,Kenny,WR,1830002,TEN
Ball,Dave,DE,1300000,TEN
Kern,Brett,P,1298125,TEN
Ayers,Akeem,OLB,1231629,TEN
Shaw,Tim,OLB,1200000,TEN
Otto,Michael,LT,1200000,TEN
Bailey,Patrick,OLB,1200000,TEN
Hall,Ahmard,FB,1050000,TEN
Jones,Jason,DE,802500,TEN
Verner,Alterraun,CB,790035,TEN
Marks,Sen'Derrick,DT,774250,TEN
Smith,Anthony,S,685000,TEN
Casey,Jurrell,DE,683109,TEN
McCarthy,Colin,ILB,623850,TEN
Cook,Jared,TE,612500,TEN
Curran,Rennie,LB,608600,TEN
Mouton,Ryan,CB,603438,TEN
Stevens,Craig,TE,600500,TEN
Harper,Jamie,RB,585145,TEN
Klug,Karl,DT,558613,TEN
Hayes,William,DE,550825,TEN
McRath,Gerald,LB,544031,TEN
Johnson,Robert,S,540000,TEN
Kropog,Troy,RT,538625,TEN
Stingily,Byron,RT,537625,TEN
Clayton,Zach,DT,537500,TEN
Hawkins,Lavelle,WR,531938,TEN
Campbell,Tommie,CB,521474,TEN
Mariani,Marc,WR,499850,TEN
Johnson,Quinn,FB,485569,TEN
Smith,Rusty,QB,476056,TEN
Ringer,Javon,RB,474135,TEN
Kirkendoll,James,WR,466000,TEN
Afalava,Al,S,462650,TEN
McCourty,Jason,CB,459955,TEN
Malast,Kevin,LB,440000,TEN
Hawkins,Chris,CB,420000,TEN
Schommer,Nick,S,405000,TEN
Sheppard,Malcolm,DT,385000,TEN
Matthews,Kevin,C,368750,TEN
Durand,Ryan,G,362500,TEN
Velasco,Fernando,G,346000,TEN
Bailey,Champ,CB,10625000,DEN
Dumervil,Elvis,OLB,10250000,DEN
Williams,D.J.,ILB,5333333,DEN
Miller,Von,OLB,5250095,DEN
Bannan,Justin,DT,4996000,DEN
Kuper,Chris,G,4668667,DEN
Goodman,Andre',CB,4080000,DEN
Warren,Ty,DT,4000000,DEN
Clady,Ryan,LT,3500000,DEN
Moreno,Knowshon,RB,3415000,DEN
Bunkley,Brodrick,DT,2916667,DEN
Thomas,Demaryius,WR,2830100,DEN
Ayers,Robert,DE,2600000,DEN
Vickerson,Kevin,DT,2375000,DEN
McGahee,Willis,RB,2375000,DEN
Tebow,Tim,QB,2250000,DEN
Quinn,Brady,QB,1850000,DEN
Prater,Matt,K,1835000,DEN
Woodyard,Wesley,ILB,1835000,DEN
Hochstein,Russ,G,1750000,DEN
Haggan,Mario,LB,1373333,DEN
Moore,Rahim,S,1112032,DEN
Paxton,Lonie,LS,1106000,DEN
Franklin,Orlando,G,1089000,DEN
Beadles,Zane,G,1080250,DEN
Lloyd,Brandon,WR,1025000,DEN
Thomas,Marcus,DT,1000000,DEN
Royal,Eddie,WR,987458,DEN
Walton,J.D.,C,857875,DEN
Decker,Eric,WR,828788,DEN
Hunter,Jason,DE,747500,DEN
Rosario,Dante,TE,685000,DEN
Irving,Nate,ILB,683750,DEN
White,Lendale,RB,635000,DEN
Carter,Quinton,S,623750,DEN
McBean,Ryan,DE,600000,DEN
Jarmon,Jeremy,DT,597309,DEN
Bruton,David,S,558100,DEN
Hauschka,Steven,K,555000,DEN
Mohamed,Mike,ILB,550000,DEN
Green,Virgil,TE,526236,DEN
Dell,Mark,WR,498333,DEN
Cox,Perrish,CB,497500,DEN
Willis,Matt,WR,480000,DEN
Olsen,Eric,C,474000,DEN
Bowen,Alvin,LB,471500,DEN
Harris,Chris,CB,465667,DEN
Thompson,Syd'Quan,CB,461713,DEN
Larsen,Spencer,RB,450631,DEN
Thomas,Julius,TE,420750,DEN
Goodwin,D'Andre,WR,415000,DEN
Vaughn,Cassius,CB,408333,DEN
Garland,Ben,G,405667,DEN
Gronkowski,Dan,TE,405000,DEN
Bush,Rafael,S,405000,DEN
Ball,Lance,RB,403900,DEN
Fannin,Mario,RB,393333,DEN
Clark,Chris,RT,362500,DEN
Colquitt,Britton,P,345000,DEN
Robinson,Lee,ILB,330000,DEN
Hali,Tamba,OLB,11500000,KC
Jackson,Tyson,DT,11400000,KC
Cassel,Matt,QB,10500000,KC
Dorsey,Glenn,DT,10085000,KC
Berry,Eric,S,8340717,KC
Flowers,Brandon,CB,8225000,KC
Orton,Kyle,QB,5810500,KC
Johnson,Derrick,ILB,5530000,KC
Charles,Jamaal,RB,4661667,KC
Breaston,Steve,WR,4510000,KC
Williams,Demorrio,LB,3200000,KC
Albert,Branden,LT,3160000,KC
Succop,Ryan,K,2750000,KC
Carr,Brandon,CB,2610000,KC
Lilja,Ryan,C,2500000,KC
Jones,Thomas,RB,2500000,KC
Baldwin,Jonathan,WR,1887901,KC
Gilberry,Wallace,DE,1835000,KC
Richardson,Barry,LT,1835000,KC
Bowe,Dwayne,WR,1800000,KC
Colquitt,Dustin,P,1700000,KC
McClain,LeRon,FB,1500000,KC
Studebaker,Andy,OLB,1472500,KC
McCluster,Dexter,RB,1325000,KC
Arenas,Javier,CB,949604,KC
Becht,Anthony,TE,910000,KC
Copper,Terrance,WR,891667,KC
Asamoah,Jon,G,886280,KC
Hudson,Rodney,C,876525,KC
Moeaki,Tony,TE,817413,KC
Siler,Brandon,LB,750000,KC
Battle,Jackie,FB,750000,KC
Gafford,Thomas,LS,727500,KC
Lewis,Kendrick,S,709975,KC
Houston,Justin,OLB,696562,KC
Daniels,Travis,S,685000,KC
O'Callaghan,Ryan,T,685000,KC
Gaither,Jared,T,685000,KC
Bailey,Allen,DE,667736,KC
Brown,Jalil,CB,632325,KC
O'Connell,Jake,TE,595058,KC
Stanzi,Ricky,QB,571513,KC
Washington,Donald,CB,567446,KC
Miller,Gabe,TE,559625,KC
Powe,Jerrell,DT,535920,KC
Bannon,Shane,RB,529098,KC
Sheffield,Cameron,LB,496113,KC
Horne,Jeremy,WR,495000,KC
Langford,Reshard,CB,480000,KC
Bair,Brandon,DT,467333,KC
Greenwood,Cory,OLB,450000,KC
Lawrence,Quinten,WR,425000,KC
Draughn,Shaun,RB,415000,KC
Belcher,Jovan,LB,411667,KC
Seymour,Richard,DT,15000000,OAK
Routt,Stanford,CB,10900000,OAK
Palmer,Carson,QB,10750000,OAK
Wimbley,Kamerion,OLB,9950000,OAK
McClain,Rolando,ILB,8000000,OAK
Huff,Michael,S,8000000,OAK
Heyward-Bey,Darrius,WR,7650000,OAK
Kelly,Tommy,DT,7160714,OAK
McFadden,Darren,RB,7007292,OAK
Campbell,Jason,QB,4600000,OAK
Janikowski,Sebastian,K,4000000,OAK
Lechler,Shane,P,4000000,OAK
Boss,Kevin,TE,4000000,OAK
Johnson,Chris,CB,3850000,OAK
Curry,Aaron,OLB,3035000,OAK
Carlisle,Cooper,G,3020000,OAK
Moss,Jarvis,DE,3000000,OAK
Bush,Michael,RB,2610000,OAK
Heyer,Stephon,T,1700000,OAK
Barnes,Khalif,RT,1500000,OAK
Condo,Jon,LS,1183333,OAK
Houston,Lamarr,DE,1120000,OAK
Wisniewski,Stefen,C,1033851,OAK
Mitchell,Mike,S,944500,OAK
Cartwright,Rock,RB,910000,OAK
Veldheer,Jared,LT,882000,OAK
Ford,Jacoby,WR,787211,OAK
Groves,Quentin,OLB,765000,OAK
Pryor,Terrelle,QB,686517,OAK
Giordano,Matt,S,685000,OAK
Brown,Ricky,LB,685000,OAK
Blackstock,Darryl,LB,685000,OAK
VanDyke,DeMarcus,CB,657844,OAK
Shaughnessy,Matt,OLB,650563,OAK
Barksdale,Joe,RT,644950,OAK
Chekwa,Chimdi,CB,621300,OAK
Campbell,Bruce,RT,615625,OAK
Jones,Taiwan,CB,611250,OAK
Moore,Denarius,WR,557513,OAK
Branch,Tyvon,S,555206,OAK
Murphy,Louis,WR,549500,OAK
Gordon,Richard,TE,536213,OAK
Ausberry,David,TE,521475,OAK
Miller,Nick,WR,480000,OAK
Goethel,Travis,LB,473250,OAK
Myers,Brandon,TE,460250,OAK
Scott,Trevor,DE,455000,OAK
Reece,Marcel,FB,450000,OAK
Jones,Derrick,WR,440000,OAK
Schilens,Chaz,WR,439087,OAK
McCann,Bryan,CB,405000,OAK
Boyd,Jerome,CB,330000,OAK
Rivers,Philip,QB,15300000,SD
Jackson,Vincent,WR,11424000,SD
McNeill,Marcus,T,8163333,SD
Weddle,Eric,S,8000000,SD
Gates,Antonio,TE,7235000,SD
Dielman,Kris,G,6500000,SD
Castillo,Luis,DE,6378571,SD
Phillips,Shaun,DE,5266667,SD
Clary,Jeromey,G,5000000,SD
Mathews,Ryan,RB,4730000,SD
Jammer,Quentin,S,4546429,SD
Scifres,Mike,P,3625000,SD
Crayton,Patrick,WR,3500000,SD
Spikes,Takeo,LB,3166667,SD
Volek,Billy,QB,3000000,SD
Hardwick,Nick,C,2920833,SD
English,Larry,OLB,2710000,SD
Floyd,Malcom,WR,2500000,SD
Liuget,Corey,DE,2078936,SD
Sanders,Bob,S,2000000,SD
Kaeding,Nate,K,1867857,SD
Tolbert,Mike,FB,1835000,SD
Barnes,Antwan,OLB,1600000,SD
Cason,Antoine,CB,1556000,SD
LaBoy,Travis,DT,1450000,SD
Gregory,Steve,S,1200000,SD
Brown,Everette,OLB,1075000,SD
Cesaire,Jacques,DE,1067500,SD
Hughes,Dante,CB,1000000,SD
Gilchrist,Marcus,S,988900,SD
Mruczkowski,Scott,G,985000,SD
Diggs,Nail,LB,910000,SD
Harris,Tommie,DT,910000,SD
Butler,Donald,ILB,836625,SD
McMichael,Randy,TE,810000,SD
Mouton,Jonas,ILB,802376,SD
Garay,Antonio,DE,797500,SD
Thomas,Cam,DE,706075,SD
Moll,Tony,T,685000,SD
Robinson,Laurent,WR,685000,SD
Brown,Vincent,WR,656517,SD
Wright,Shareece,CB,646035,SD
Vasquez,Louis,G,637500,SD
Hester,Jacob,RB,634713,SD
Stuckey,Darrell,S,611500,SD
Martin,Vaughn,DE,559000,SD
Todman,Jordan,RB,552698,SD
Green,Tyronne,G,539813,SD
Schilling,Steve,G,529670,SD
Nwaguo,Ogemdi,DT,525000,SD
Dombrowski,Brandyn,G,525000,SD
Sperry,Kory,TE,525000,SD
Gachkar,Andrew,ILB,521475,SD
Brinkley,Curtis,RB,472500,SD
Bird,Bront,ILB,466333,SD
Gamble,Darryl,LB,465000,SD
Thomas,Marcus,RB,464246,SD
Goodman,Richard,WR,427500,SD
Ajirotutu,Seji,WR,405000,SD
Windt,Mike,LS,385000,SD
Lang,Brandon,LB,367500,SD
Triplett,Nathan,LB,50250,SD
Romo,Tony,QB,11250000,DAL
Ware,DeMarcus,DE,11142857,DAL
Newman,Terence,CB,8366667,DAL
Free,Doug,RT,8000000,DAL
Austin,Miles,WR,7728571,DAL
Witten,Jason,TE,7400000,DAL
Ratliff,Jay,DT,6946429,DAL
Sensabaugh,Gerald,S,4166667,DAL
James,Bradie,LB,4000000,DAL
Smith,Tyron,LT,3124025,DAL
Spears,Marcus,DE,3050000,DAL
Scandrick,Orlando,CB,3000000,DAL
Kitna,Jon,QB,2650000,DAL
Brooking,Keith,LB,2600000,DAL
Elam,Abram,S,2500000,DAL
Bryant,Dez,WR,2362100,DAL
Kosier,Kyle,G,2166667,DAL
Jones,Felix,RB,2105000,DAL
Loper,Daniel,T,2100000,DAL
Hatcher,Jason,DE,2000000,DAL
Jenkins,Mike,CB,1855000,DAL
Coleman,Kenyon,DE,1750000,DAL
McBriar,Mat,P,1700000,DAL
Spencer,Anthony,DE,1490600,DAL
Carter,Bruce,OLB,1213650,DAL
Crayton,Patrick,WR,1200000,DAL
Ball,Alan,CB,1200000,DAL
Lee,Sean,ILB,872500,DAL
Ladouceur,L.P.,LS,850000,DAL
Murray,DeMarco,RB,743360,DAL
Bennett,Martellus,TE,741250,DAL
Arkin,David,G,644650,DAL
McGee,Stephen,QB,570500,DAL
Butler,Victor,OLB,562000,DAL
Harris,Dwayne,WR,545015,DAL
Chapas,Shaun,TE,531713,DAL
Nagy,Bill,G,502725,DAL
Holland,Montrae,G,500000,DAL
Brent,Josh,DT,496888,DAL
Ogletree,Kevin,WR,480000,DAL
Buehler,David,K,474750,DAL
Geathers,Clifton,DE,473555,DAL
Livings,Nate,G,470000,DAL
Kowalski,Kevin,G,466667,DAL
Bailey,Dan,K,465833,DAL
Albright,Alex,OLB,465500,DAL
Tanner,Phillip,RB,465500,DAL
Jones,Chris,P,465000,DAL
Holmes,Andre,WR,465000,DAL
Lissemore,Sean,DT,459650,DAL
Phillips,John,TE,457000,DAL
Forbath,Kai,K,415000,DAL
Costa,Phil,C,409000,DAL
Church,Barry,S,409000,DAL
McCray,Danny,S,405000,DAL
Geathers,Clifton,DE,405000,DAL
Johnson,Manuel,WR,362500,DAL
Manning,Eli,QB,16250000,NYG
Rolle,Antrel,S,7420000,NYG
Webster,Corey,CB,7250000,NYG
Snee,Chris,G,7083333,NYG
Canty,Chris,DE,7000000,NYG
Jacobs,Brandon,RB,6250000,NYG
Tuck,Justin,DE,6200000,NYG
Baas,David,C,5500000,NYG
Diehl,David,RT,5166667,NYG
Kiwanuka,Mathias,DE,5000000,NYG
Boley,Michael,LB,5000000,NYG
Bradshaw,Ahmad,RB,4500000,NYG
Umenyiora,Osi,OLB,4115625,NYG
Pierre-Paul,Jason,DE,3216800,NYG
Rosenfels,Sage,QB,3000000,NYG
Ross,Aaron,CB,2700000,NYG
Phillips,Kenny,S,2230000,NYG
Nicks,Hakeem,WR,2215000,NYG
Amukamara,Prince,CB,2045225,NYG
Boothe,Kevin,G,1875000,NYG
Tynes,Lawrence,K,1400000,NYG
Thomas,Devin,WR,1208250,NYG
DeOssie,Zak,LS,1100000,NYG
Joseph,Linval,DT,1077625,NYG
Austin,Marvin,DT,943950,NYG
Carr,David,QB,860000,NYG
Bernard,Rocky,DT,860000,NYG
Weatherford,Steve,P,850000,NYG
Hixon,Domenik,WR,850000,NYG
Sintim,Clint,LB,837500,NYG
Kennedy,Jimmy,DT,810000,NYG
Clayton,Michael,WR,810000,NYG
Beatty,William,LT,783300,NYG
Tollefson,Dave,DE,685000,NYG
Ugoh,Tony,T,685000,NYG
Blackburn,Chase,OLB,685000,NYG
Blackmon,Will,CB,685000,NYG
Ware,D.J.,RB,680000,NYG
Jernigan,Jerrel,WR,672563,NYG
Barden,Ramses,WR,620289,NYG
Brewer,James,G,619273,NYG
Sash,Tyler,S,592694,NYG
Beckum,Travis,TE,590750,NYG
Reynaud,Darius,RB,585500,NYG
Manningham,Mario,WR,580500,NYG
Jones,Greg,ILB,560066,NYG
Coe,Michael,CB,555000,NYG
Williams,Jacquian,OLB,529670,NYG
Scott,Da'Rel,RB,523988,NYG
Parker,Martin,DT,510000,NYG
Witherspoon,Brian,CB,505000,NYG
Petrus,Mitch,G,495290,NYG
Johnson,Bruce,CB,480000,NYG
Hynoski,Henry,FB,470000,NYG
Herzlich,Mark,OLB,470000,NYG
Paysinger,Spencer,OLB,466000,NYG
Pascoe,Bear,TE,464138,NYG
Brown,Andre,RB,450000,NYG
Parker,Martin,DT,440500,NYG
Horton,Chris,S,435379,NYG
Cruz,Victor,WR,405000,NYG
Calhoun,Duke,WR,405000,NYG
Ballard,Jake,TE,405000,NYG
Cordle,Jim,C,383333,NYG
Vick,Michael,QB,16000000,PHI
Peters,Jason,LT,12862500,PHI
Asomugha,Nnamdi,CB,12000000,PHI
Samuel,Asante,CB,9912500,PHI
Jenkins,Cullen,DT,6075000,PHI
Babin,Jason,DE,5780000,PHI
Cole,Trent,OLB,5200000,PHI
Celek,Brent,TE,4875000,PHI
Patterson,Mike,DT,4785714,PHI
Justice,Winston,LT,4537500,PHI
Young,Vince,QB,4000000,PHI
Smith,Steve,WR,4000000,PHI
Graham,Brandon,OLB,3381600,PHI
Rodgers-Cromartie,Dominique,CB,3105750,PHI
Tapp,Darryl,OLB,3000000,PHI
Avant,Jason,WR,2950000,PHI
Maclin,Jeremy,WR,2875000,PHI
Herremans,Todd,RT,2808333,PHI
Parker,Juqua,DE,2560000,PHI
Watkins,Danny,G,1983988,PHI
Allen,Nate,S,1283250,PHI
Jackson,Jamaal,C,1271250,PHI
Brown,Ronnie,RB,1250000,PHI
Hanson,Joselio,CB,900000,PHI
Jarrett,Jaiquawn,S,899688,PHI
Laws,Trevor,DT,891750,PHI
Dorenbos,Jon,LS,880000,PHI
McCoy,LeSean,RB,874281,PHI
Jackson,DeSean,WR,867334,PHI
Marsh,Curtis,CB,809790,PHI
Page,Jarrad,S,735000,PHI
Mathis,Evan,G,735000,PHI
Hargrove,Anthony,DE,735000,PHI
Harris,Ryan,RT,735000,PHI
Sims,Ernie,OLB,685000,PHI
Henery,Alex,K,622529,PHI
Matthews,Casey,ILB,619966,PHI
Coleman,Kurt,S,613342,PHI
Nelson,Tom,S,570000,PHI
Kafka,Mike,QB,564197,PHI
Clayton,Keenan,OLB,564197,PHI
Harbor,Clay,TE,560725,PHI
Lewis,Dion,RB,557220,PHI
Vandervelde,Julian,C,551200,PHI
Welch,Thomas,RT,540000,PHI
Kelce,Jason,C,534358,PHI
Rolle,Brian,ILB,534150,PHI
Cooper,Riley,WR,527870,PHI
Landri,Derek,DT,523824,PHI
Lloyd,Greg,LB,517475,PHI
Henry,Chas,P,471000,PHI
Thornton,Cedric,DE,467500,PHI
Schmitt,Owen,FB,465750,PHI
Hunt,Phillip,OLB,463333,PHI
Chaney,Jamar,ILB,462563,PHI
Johnson,Ronald,WR,455000,PHI
Hall,Chad,WR,450000,PHI
Fokou,Moise,ILB,449938,PHI
Mays,Joe,ILB,445324,PHI
Abiamiri,Victor,DE,440000,PHI
Dunlap,King,LT,438043,PHI
Hughes,Brandon,CB,405000,PHI
Anderson,Colt,S,405000,PHI
Dixon,Antonio,DT,396667,PHI
Jordan,Akeem,ILB,367500,PHI
Williams,Trent,LT,10000000,WAS
Hall,DeAngelo,CB,9166667,WAS
Landry,LaRon,S,8300000,WAS
Cofield,Barry,DT,6000000,WAS
Brown,Jammal,T,5500000,WAS
Bowen,Stephen,DE,5500000,WAS
Atogwe,Oshiomogho,S,5200000,WAS
Fletcher,London,ILB,5000000,WAS
Cooley,Chris,TE,5000000,WAS
Moss,Santana,WR,5000000,WAS
Wilson,Josh,CB,4500000,WAS
Chester,Chris,G,4000000,WAS
Orakpo,Brian,OLB,3559000,WAS
McIntosh,Rocky,OLB,3000000,WAS
Hicks,Artis,G,2601667,WAS
Carriker,Adam,DE,2575100,WAS
Gaffney,Jabar,WR,2500000,WAS
Kerrigan,Ryan,OLB,2180074,WAS
Hightower,Tim,RB,1835000,WAS
Rocca,Sav,P,1750000,WAS
Doughty,Reed,S,1375000,WAS
Jenkins,Jarvis,DE,1195670,WAS
Sellers,Mike,FB,1156667,WAS
Grossman,Rex,QB,1150000,WAS
Beck,John,QB,1117000,WAS
Alexander,Lorenzo,OLB,1050000,WAS
Buchanon,Phillip,CB,910000,WAS
Davis,Fred,TE,879250,WAS
Stallworth,Donte,WR,860000,WAS
Locklear,Sean,T,810000,WAS
Fox,Keyaron,ILB,810000,WAS
Riley,Perry,ILB,790750,WAS
Thomas,Devin,WR,787000,WAS
Golston,Kedric,DE,735000,WAS
Blades,H.B.,LB,735000,WAS
Schouman,Derek,TE,685000,WAS
Anderson,David,WR,685000,WAS
Jones,Edgar,OLB,685000,WAS
Clemens,Kellen,QB,685000,WAS
Hankerson,Leonard,WR,680344,WAS
Quinn,Richard,TE,670000,WAS
Balmer,Kentwan,DE,650000,WAS
Scott,Darrion,DT,640000,WAS
Barnes,Kevin,CB,638250,WAS
Helu,Roy,RB,627563,WAS
Bryant,Anthony,DT,615000,WAS
Gomes,Dejon,S,557825,WAS
Paul,Niles,TE,555413,WAS
Lichtensteiger,Kory,C,547563,WAS
Royster,Evan,RB,536918,WAS
Jackson,Rob,OLB,536667,WAS
Thompson,Brandyn,CB,525151,WAS
Hurt,Maurice,G,524850,WAS
Neild,Chris,DT,521475,WAS
McCaskill,Nevin,T,502500,WAS
Davis,James,RB,480000,WAS
Smith,Willie,LT,470000,WAS
Austin,Terrence,WR,462564,WAS
Gano,Graham,K,461250,WAS
Cook,Erik,C,460220,WAS
Moore,Kareem,S,422250,WAS
Robinson,Aldrick,WR,415000,WAS
Worthington,Doug,DE,415000,WAS
Paulsen,Logan,TE,408333,WAS
Young,Darrel,FB,405000,WAS
Armstrong,Anthony,WR,405000,WAS
Banks,Brandon,WR,405000,WAS
Sundberg,Nick,LS,405000,WAS
Baker,Chris,DT,355950,WAS
Montgomery,Will,C,77500,WAS
Peppers,Julius,OLB,14000000,CHI
Cutler,Jay,QB,10074000,CHI
Urlacher,Brian,LB,8710000,CHI
Tillman,Charles,CB,6166667,CHI
Briggs,Lance,OLB,6000000,CHI
Hester,Devin,WR,5489006,CHI
Bennett,Earl,WR,3750000,CHI
Idonije,Israel,DE,3500000,CHI
Spencer,Chris,G,3000000,CHI
Omiyale,Frank,T,2875000,CHI
Gould,Robbie,K,2583333,CHI
Williams,Chris,G,2546000,CHI
Williams,Roy,WR,2500000,CHI
Garza,Roberto,C,2333333,CHI
Adams,Anthony,DT,2250000,CHI
Barber,Marion,RB,2250000,CHI
Roach,Nick,ILB,2250000,CHI
Podlesh,Adam,P,2000000,CHI
Spaeth,Matt,TE,1991667,CHI
Carimi,Gabe,G,1764012,CHI
Meriweather,Brandon,S,1753000,CHI
Toeaina,Matt,DT,1617500,CHI
Jennings,Tim,CB,1450000,CHI
Harris,Chris,S,1447500,CHI
Hurd,Sam,WR,1383333,CHI
Okoye,Amobi,DT,1382500,CHI
Graham,Corey,CB,1300000,CHI
Hanie,Caleb,QB,1200000,CHI
Mannelly,Patrick,LS,1051667,CHI
Gholston,Vernon,LB,1000000,CHI
Forte,Matt,RB,941625,CHI
Paea,Stephen,DT,921476,CHI
Wright,Major,S,869425,CHI
Wootton,Corey,DT,785018,CHI
Conte,Christopher,S,650900,CHI
Williams,Edwin,C,630000,CHI
Harrison,Marcus,DT,598901,CHI
Steltz,Craig,S,581500,CHI
Melton,Henry,DT,565250,CHI
Moore,D.J.,CB,554188,CHI
Enderle,Nathan,QB,552215,CHI
Adibi,Xavier,LB,539500,CHI
Williams,Jabara,OLB,510000,CHI
Thomas,J.T.,OLB,495629,CHI
Komar,Max,WR,490000,CHI
Knox,Johnny,WR,488500,CHI
Bell,Kahlil,RB,480000,CHI
Webb,J'Marcus,RT,476403,CHI
Davis,Kellen,TE,468239,CHI
Gibson,Thaddeus,DE,465000,CHI
Adams,Kyle,TE,465000,CHI
DeCicco,Dom,ILB,465000,CHI
Walters,Anthony,S,465000,CHI
Henry,Ricky,G,465000,CHI
Clutts,Tyler,FB,465000,CHI
Horn,Levi,T,465000,CHI
Unga,Harvey,FB,461500,CHI
Louis,Lance,G,448000,CHI
Allen,Armando,RB,415000,CHI
Bowman,Zackary,CB,388750,CHI
Komar,Max,WR,364000,CHI
Suh,Ndamukong,DT,12900400,DET
Stafford,Matthew,QB,12000000,DET
Johnson,Calvin,WR,9250000,DET
VandenBosch,Kyle,DE,6500000,DET
Williams,Corey,DT,6433333,DET
Backus,Jeff,T,6333333,DET
Levy,DeAndre,ILB,6019000,DET
Burleson,Nate,WR,5000000,DET
Raiola,Dominic,C,5000000,DET
Sims,Rob,G,3550000,DET
Wright,Eric,CB,3500000,DET
Tulloch,Stephen,ILB,3250000,DET
Johnson,Bryant,WR,3000000,DET
Peterman,Stephen,G,3000000,DET
Cherilus,Gosder,RT,3000000,DET
Houston,Chris,CB,3000000,DET
Durant,Justin,OLB,2750000,DET
Avril,Cliff,DE,2611000,DET
Pettigrew,Brandon,TE,2560000,DET
Fairley,Nick,DT,2472250,DET
Hill,Shaun,QB,2409113,DET
Scheffler,Tony,TE,2356500,DET
Morris,Maurice,RB,2333333,DET
Jackson,Lawrence,DE,2250000,DET
Hanson,Jason,K,1975000,DET
Best,Jahvid,RB,1969000,DET
Gandy,Dylan,G,1642500,DET
Delmas,Louis,S,1487500,DET
Heller,Will,TE,1316667,DET
Felton,Jerome,FB,1200000,DET
Fluellen,Andre,DT,1200000,DET
Young,Titus,WR,1140330,DET
Smith,Alphonso,CB,1020000,DET
Wendling,John,S,913333,DET
Davis,Leonard,G,910000,DET
Leshoure,Mikel,RB,858545,DET
Logan,Stefan,WR,820000,DET
Coleman,Erik,S,765000,DET
Muhlbach,Don,LS,748000,DET
Harrison,Jerome,RB,735000,DET
Graham,Ben,P,685000,DET
Davis,Rashied,WR,685000,DET
Carpenter,Bobby,LB,685000,DET
McDonald,Brandon,CB,685000,DET
Stovall,Maurice,WR,685000,DET
Harris,Nick,P,683334,DET
Stanton,Drew,QB,650000,DET
Spievey,Amari,S,638333,DET
Smith,Kevin,RB,600000,DET
Williams,Derrick,WR,585333,DET
Hogue,Douglas,OLB,554527,DET
Culbreath,Johnny,T,550000,DET
Carey,Don,S,540000,DET
Williams,Jack,CB,539250,DET
Palmer,Ashlee,OLB,525000,DET
Fox,Jason,RT,515333,DET
Bell,Joique,RB,502500,DET
Hughes,Nate,WR,480000,DET
Hilliard,Corey,RT,480000,DET
Young,Willie,DE,421000,DET
Follett,Zack,LB,406867,DET
Berry,Aaron,CB,405500,DET
Williams,Keiland,RB,405000,DET
LeeHill,Sammie,DT,395000,DET
Dizon,Jordon,LB,383333,DET
Dickson,Richard,TE,2333,DET
Woodson,Charles,S,11000000,GB
Rodgers,Aaron,QB,10586667,GB
Williams,Tramon,CB,8250000,GB
Sitton,Josh,G,6750000,GB
Hawk,A.J.,ILB,6750000,GB
Jennings,Greg,WR,6721250,GB
Collins,Nick,S,6687500,GB
Clifton,Chad,T,6526667,GB
Pickett,Ryan,DT,6187500,GB
Driver,Donald,WR,5736000,GB
Raji,B.J.,DE,5386000,GB
Grant,Ryan,RB,5000000,GB
Bishop,Desmond,OLB,4762500,GB
Nelson,Jordy,WR,4366667,GB
Jones,James,WR,3233333,GB
Wells,Scott,C,3000000,GB
Crosby,Mason,K,2950000,GB
Bulaga,Bryan,RT,2649000,GB
Matthews,Clay,OLB,2620000,GB
Kuhn,John,FB,2533333,GB
Muir,Daniel,DT,1850000,GB
Sherrod,Derek,RT,1650501,GB
Bush,Jarrett,CB,1500000,GB
Peprah,Charlie,S,1125000,GB
Burnett,Morgan,S,877025,GB
Cobb,Randall,WR,802355,GB
Neal,Michael,DE,775000,GB
Lee,Pat,CB,746250,GB
Quarless,Andrew,TE,703856,GB
Newhouse,Marshall,RT,695713,GB
Martin,Derrick,CB,685000,GB
Goode,Brett,LS,656333,GB
Green,Alexander,RB,644375,GB
Finley,Jermichael,TE,589500,GB
House,Davon,CB,585145,GB
Lang,T.J.,G,563125,GB
Williams,D.J.,TE,559500,GB
Harrell,Graham,QB,540000,GB
Smith,D.J.,ILB,535788,GB
Taylor,Ryan,TE,524794,GB
Guy,Lawrence,DE,521475,GB
Starks,James,RB,510075,GB
Schlauderaff,Caleb,C,510000,GB
Wilson,C.J.,DE,475089,GB
So'oto,Vic,OLB,468000,GB
Dominguez,Ray,G,467833,GB
Lattimore,Jamari,ILB,466667,GB
Jennings,M.D.,S,465867,GB
Saine,Brandon,RB,465000,GB
Wynn,Jarius,DE,464683,GB
Underwood,Brandon,CB,463050,GB
Jones,Brad,ILB,452564,GB
Flynn,Matt,QB,442294,GB
Walden,Erik,OLB,422250,GB
Shields,Sam,CB,407500,GB
Zombo,Frank,OLB,406167,GB
Crabtree,Tom,TE,405000,GB
Masthay,Tim,P,405000,GB
Dietrich-Smith,Evan,C,396000,GB
Francois,Rob,ILB,375000,GB
Peterson,Adrian,RB,14380000,MIN
Allen,Jared,DE,12210012,MIN
Camarillo,Greg,WR,9250000,MIN
Greenway,Chad,OLB,8120000,MIN
McNabb,Donovan,QB,7300000,MIN
Winfield,Antoine,CB,7200000,MIN
